sample_index,class_key,project,repo_id,focal_class,focal_path,module,scope_key,build_tool,java_version,complexity_half,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,selection_rank_in_repo,original_manifest_index,split_name,arm,generator,prompt,compilation,fail_stage,failure_owner,failure_owner_note,failure_artifact,failure_detail,branch_coverage,line_coverage,method_coverage,mutation_coverage,strict_branch_coverage,strict_line_coverage,strict_method_coverage,strict_mutation_coverage,source_run_id,source_run_sample_index
59,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/keynamingconventioncheck.java,39195736,39195736,KeyNamingConventionCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/KeyNamingConventionCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,lower_complexity_half,52,344,4,2,2,6,1.5,3,59,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/018_39195736_e39f864d/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/KeyNamingConventionCheck_RBL4_e39f864dTest.java:[22,54] cannot find symbol - symbol: method getFormat() - location: variable check of type org.sonar.jproperties.checks.generic.KeyNamingConventionCheck - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/018_39195736_e39f864d/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/KeyNamingConventionCheck_RBL4_e39f864dTest.java:[31,25] cannot find symbol - symbol: method getIssues() - location: variable check of type org.sonar.jproperties.checks.generic.KeyNamingConventionCheck - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/018_39195736_e39f864d/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/KeyNamingConventionCheck_RBL4_e39f864dTest.java:[40,30] cannot find symbol - symbol: method getIssues() - location: variable check of type org.sonar.jproperties.checks.generic.",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,18
59,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/keynamingconventioncheck.java,39195736,39195736,KeyNamingConventionCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/KeyNamingConventionCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,lower_complexity_half,52,344,4,2,2,6,1.5,3,59,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"ding evosuite generation..// Evosuite generation performed correctly for the KeyNamingConventionCheck class --//loading maven execution..// Test classes: -Dtest=org.sonar.jproperties.checks.generic.KeyNamingConventionCheck_RBL4_e39f864dTest Package command completed for 39195736_jproperties-checks The test smell detector ended successfully An occured while trying to retrieve data coverage of the project 39195736_jproperties-checks ---- STARTING gpt-4o-mini-2024-07-18 test typ Processing test_type: gpt-4o-mini-2024-07-18, technique: rbl4-zero-shot Making API call with llm: gpt-4o-mini-2024-07-18, technique: rbl4-zero-shot, focal class: KeyNamingConventionCheck Fetching prompts dictionary... Fetching agents dictionary... Fetching agents dictionary... Fetching agents dictionary... API call completed with test_type: gpt-4o-mini-2024-07-18, technique: rbl4-zero-shot, focal class: KeyNamingConventionCheck File generated at: output/39195736/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_KeyNamingConventionCheck_RBL4_e39f864dTest.java --//loading maven execution..// Test classes: -Dtest=org.sonar.jproperties.checks.generic.KeyNamingConventionCheck_RBL4_e39f864dTest -------------------- The",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,18
60,46450575:contrib/flo-bigquery/src/main/java/com/spotify/flo/contrib/bigquery/bigqueryoperator.java,46450575,46450575,BigQueryOperator,contrib/flo-bigquery/src/main/java/com/spotify/flo/contrib/bigquery/BigQueryOperator.java,contrib/flo-bigquery,maven:contrib/flo-bigquery,Maven,1.8,lower_complexity_half,31,241,5,3,2,6,1.2,7,60,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46450575\TestClasses_46450575_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following general errors were encountered during the Maven build: - Failed to execute goal org.codehaus.mojo:license-maven-plugin:1.9:check-file-header (check-file-header) on project flo-bigquery: There are 1 file(s) with no header : - D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\075_46450575_6f1aba76\compiledrepos\46450575\contrib\flo-bigquery\src\test\java\com\spotify\flo\contrib\bigquery\BigQueryOperator_RBL4_6f1aba76Test.java - -> [Help 1] - - To see the full stack trace of the errors, re-run Maven with the -e switch. - Re-run Maven using the -X switch to enable full debug logging. - - For more information about the errors and possible solutions, please read the following articles: - [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,75
60,46450575:contrib/flo-bigquery/src/main/java/com/spotify/flo/contrib/bigquery/bigqueryoperator.java,46450575,46450575,BigQueryOperator,contrib/flo-bigquery/src/main/java/com/spotify/flo/contrib/bigquery/BigQueryOperator.java,contrib/flo-bigquery,maven:contrib/flo-bigquery,Maven,1.8,lower_complexity_half,31,241,5,3,2,6,1.2,7,60,remaining240,evosuite,evosuite,-,0,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46450575\TestClasses_46450575_evosuite.mavenfailed,"The following general errors were encountered during the Maven build: - Failed to execute goal org.codehaus.mojo:license-maven-plugin:1.9:check-file-header (check-file-header) on project flo-bigquery: There are 1 file(s) with no header : - D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\075_46450575_6f1aba76\compiledrepos\46450575\contrib\flo-bigquery\src\test\java\com\spotify\flo\contrib\bigquery\BigQueryOperator_RBL4_6f1aba76Test.java - -> [Help 1] - - To see the full stack trace of the errors, re-run Maven with the -e switch. - Re-run Maven using the -X switch to enable full debug logging. - - For more information about the errors and possible solutions, please read the following articles: - [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,75
62,98410891:core/src/main/java/com/softavail/commsrouter/eval/rsqlevaluatorfactory.java,98410891,98410891,RsqlEvaluatorFactory,core/src/main/java/com/softavail/commsrouter/eval/RsqlEvaluatorFactory.java,core,maven:core,Maven,1.8,lower_complexity_half,34,245,5,4,2,7,1.4,6,62,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\98410891\TestClasses_98410891_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/224_98410891_fb92d911/compiledrepos/98410891/core/src/test/java/com/softavail/commsrouter/eval/RsqlEvaluatorFactory_RBL4_fb92d911Test.java:[64,25] cannot find symbol - symbol: method create(cz.jirutka.rsql.parser.ast.Node,java.lang.String) - location: variable mockFactory of type com.softavail.commsrouter.eval.CommsRouterEvaluatorFactory",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,224
63,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/http2/http2settingsframehandler.java,95247959,95247959,Http2SettingsFrameHandler,http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/http2/Http2SettingsFrameHandler.java,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,1.8,lower_complexity_half,53,448,5,2,2,7,1.4,9,63,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\95247959\TestClasses_95247959_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following general errors were encountered during the Maven build: - Some problems were encountered while processing the POMs: - Non-resolvable import POM: The following artifacts could not be resolved: software.amazon.awssdk:bom-internal:pom:2.49.2-SNAPSHOT (absent): Could not find artifact software.amazon.awssdk:bom-internal:pom:2.49.2-SNAPSHOT @ software.amazon.awssdk:http-clients:2.49.2-SNAPSHOT, D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\200_95247959_27231889\compiledrepos\95247959\http-clients\pom.xml, line 42, column 25 - 'dependencies.dependency.version' for io.netty:netty-codec-http:jar is missing. @ line 39, column 21 - 'dependencies.dependency.version' for io.netty:netty-codec-http2:jar is missing. @ line 43, column 21 - 'dependencies.dependency.version' for io.netty:netty-codec:jar is missing. @ line 47, column 21 - 'dependencies.dependency.version' for io.netty:netty-transport:jar is missing. @ line 51, column 21 - 'dependencies.dependency.version' for io.netty:netty-common:jar is missing. @ line 55, column 21 - 'dependencies.dependency.version' for io.netty:netty-buffer:jar is missing. @ line 59, column 21 - 'dependencies.dependency.version' fo",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,200
63,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/http2/http2settingsframehandler.java,95247959,95247959,Http2SettingsFrameHandler,http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/http2/Http2SettingsFrameHandler.java,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,1.8,lower_complexity_half,53,448,5,2,2,7,1.4,9,63,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\95247959\TestClasses_95247959_evosuite.failed,"s.dependency.version' for org.mockito:mockito-core:jar is missing. @ line 123, column 21 - 'dependencies.dependency.version' for org.assertj:assertj-core:jar is missing. @ line 128, column 21 - 'dependencies.dependency.version' for org.reactivestreams:reactive-streams-tck:jar is missing. @ line 133, column 21 - 'dependencies.dependency.version' for org.apache.logging.log4j:log4j-api:jar is missing. @ line 138, column 21 - 'dependencies.dependency.version' for org.apache.logging.log4j:log4j-core:jar is missing. @ line 143, column 21 - 'dependencies.dependency.version' for org.apache.logging.log4j:log4j-slf4j-impl:jar is missing. @ line 148, column 21 - 'dependencies.dependency.version' for io.netty:netty-tcnative-boringssl-static:jar is missing. @ line 153, column 21 - 'dependencies.dependency.version' for io.reactivex.rxjava2:rxjava:jar is missing. @ line 158, column 21 - @ - The build could not read 1 project -> [Help 1] - - The project software.amazon.awssdk:netty-nio-client:2.49.2-SNAPSHOT (D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\200_95247959_27231889\compiledrepos\95247959\http-clients\netty-nio-client\pom.xml) has 26 errors - Non-resolvable import POM: ",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,200
64,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/util/applicationcontextwalker.java,97822421,97822421,ApplicationContextWalker,infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/util/ApplicationContextWalker.java,infrastructure,maven:infrastructure,Maven,1.8,lower_complexity_half,52,428,6,3,2,7,1.1666666666666667,6,64,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\97822421\TestClasses_97822421_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/220_97822421_8573e9e6/compiledrepos/97822421/infrastructure/src/test/java/com/pchudzik/springmock/infrastructure/spring/util/ApplicationContextWalker_RBL4_8573e9e6Test.java:[39,28] cannot find symbol - symbol: method getBeanDefinitionFinder() - location: variable doubleRegistry of type com.pchudzik.springmock.infrastructure.definition.registry.DoubleRegistry - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/220_97822421_8573e9e6/compiledrepos/97822421/infrastructure/src/test/java/com/pchudzik/springmock/infrastructure/spring/util/ApplicationContextWalker_RBL4_8573e9e6Test.java:[40,81] cannot find symbol - symbol: variable Optional - location: class com.pchudzik.springmock.infrastructure.spring.util.ApplicationContextWalker_RBL4_8573e9e6Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/220_97822421_8573e9e6/compiledrepos/97822421/infrastructure/src/test/java/com/pchudzik/springmock/infrastructure/spring/util/ApplicationContextWalker_RBL4_8573e9e6Test.java:[53,28] cannot find symbol - symbol: method getBe",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,220
65,61565876:injector/src/main/java/ch/jalu/injector/context/resolutioncontext.java,61565876,61565876,ResolutionContext,injector/src/main/java/ch/jalu/injector/context/ResolutionContext.java,injector,maven:injector,Maven,1.8,lower_complexity_half,42,251,7,6,2,8,1.1428571428571428,2,65,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\61565876\TestClasses_61565876_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/112_61565876_f0244fa3/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/context/ResolutionContext_RBL4_f0244fa3Test.java:[19,20] ch.jalu.injector.Injector is abstract; cannot be instantiated - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/112_61565876_f0244fa3/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/context/ResolutionContext_RBL4_f0244fa3Test.java:[20,51] cannot find symbol - symbol: class SomeClass - location: class ch.jalu.injector.context.ResolutionContext_RBL4_f0244fa3Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/112_61565876_f0244fa3/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/context/ResolutionContext_RBL4_f0244fa3Test.java:[46,65] cannot find symbol - symbol: class ChildClass - location: class ch.jalu.injector.context.ResolutionContext_RBL4_f0244fa3Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/112_61565876_f0244fa3/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/context/ResolutionContext_RBL4_f02",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,112
65,61565876:injector/src/main/java/ch/jalu/injector/context/resolutioncontext.java,61565876,61565876,ResolutionContext,injector/src/main/java/ch/jalu/injector/context/ResolutionContext.java,injector,maven:injector,Maven,1.8,lower_complexity_half,42,251,7,6,2,8,1.1428571428571428,2,65,remaining240,evosuite,evosuite,-,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\61565876\TestClasses_61565876_evosuite.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/112_61565876_f0244fa3/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/context/ResolutionContext_RBL4_f0244fa3Test.java:[19,20] ch.jalu.injector.Injector is abstract; cannot be instantiated - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/112_61565876_f0244fa3/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/context/ResolutionContext_RBL4_f0244fa3Test.java:[20,51] cannot find symbol - symbol: class SomeClass - location: class ch.jalu.injector.context.ResolutionContext_RBL4_f0244fa3Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/112_61565876_f0244fa3/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/context/ResolutionContext_RBL4_f0244fa3Test.java:[46,65] cannot find symbol - symbol: class ChildClass - location: class ch.jalu.injector.context.ResolutionContext_RBL4_f0244fa3Test - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/112_61565876_f0244fa3/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/context/ResolutionContext_RBL4_f02",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,112
66,77481567:core/src/main/java/de/voidnode/trading4j/moneymanagement/standard/defaultmoneymanagement.java,77481567,77481567,DefaultMoneyManagement,core/src/main/java/de/voidnode/trading4j/moneymanagement/standard/DefaultMoneyManagement.java,core,maven:core,Maven,1.8,lower_complexity_half,71,501,8,5,2,9,1.125,5,66,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\77481567\TestClasses_77481567_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/171_77481567_047e84e6/compiledrepos/77481567/core/src/test/java/de/voidnode/trading4j/moneymanagement/standard/DefaultMoneyManagement_RBL4_047e84e6Test.java:[38,20] cannot find symbol - symbol: method getCurrency() - location: variable symbol of type de.voidnode.trading4j.domain.ForexSymbol - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/171_77481567_047e84e6/compiledrepos/77481567/core/src/test/java/de/voidnode/trading4j/moneymanagement/standard/DefaultMoneyManagement_RBL4_047e84e6Test.java:[39,39] no suitable method found for thenReturn(java.lang.String) - method org.mockito.stubbing.OngoingStubbing.thenReturn(java.util.Currency) is not applicable - (argument mismatch; java.lang.String cannot be converted to java.util.Currency) - method org.mockito.stubbing.OngoingStubbing.thenReturn(java.util.Currency,java.util.Currency...) is not applicable - (argument mismatch; java.lang.String cannot be converted to java.util.Currency) - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/171_77481567_047e84e6/compiledre",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,171
66,77481567:core/src/main/java/de/voidnode/trading4j/moneymanagement/standard/defaultmoneymanagement.java,77481567,77481567,DefaultMoneyManagement,core/src/main/java/de/voidnode/trading4j/moneymanagement/standard/DefaultMoneyManagement.java,core,maven:core,Maven,1.8,lower_complexity_half,71,501,8,5,2,9,1.125,5,66,remaining240,evosuite,evosuite,-,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\77481567\TestClasses_77481567_evosuite.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/171_77481567_047e84e6/compiledrepos/77481567/core/src/test/java/de/voidnode/trading4j/moneymanagement/standard/DefaultMoneyManagement_RBL4_047e84e6Test.java:[38,20] cannot find symbol - symbol: method getCurrency() - location: variable symbol of type de.voidnode.trading4j.domain.ForexSymbol - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/171_77481567_047e84e6/compiledrepos/77481567/core/src/test/java/de/voidnode/trading4j/moneymanagement/standard/DefaultMoneyManagement_RBL4_047e84e6Test.java:[39,39] no suitable method found for thenReturn(java.lang.String) - method org.mockito.stubbing.OngoingStubbing.thenReturn(java.util.Currency) is not applicable - (argument mismatch; java.lang.String cannot be converted to java.util.Currency) - method org.mockito.stubbing.OngoingStubbing.thenReturn(java.util.Currency,java.util.Currency...) is not applicable - (argument mismatch; java.lang.String cannot be converted to java.util.Currency) - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/171_77481567_047e84e6/compiledre",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,171
67,98410891:core/src/main/java/com/softavail/commsrouter/domain/routerobject.java,98410891,98410891,RouterObject,core/src/main/java/com/softavail/commsrouter/domain/RouterObject.java,core,maven:core,Maven,1.8,lower_complexity_half,43,247,8,5,2,9,1.125,5,67,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\98410891\TestClasses_98410891_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/225_98410891_12e60e04/compiledrepos/98410891/core/src/test/java/com/softavail/commsrouter/domain/RouterObject_RBL4_12e60e04Test.java:[19,30] incompatible types: java.lang.String cannot be converted to com.softavail.commsrouter.api.dto.model.ApiObjectRef - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/225_98410891_12e60e04/compiledrepos/98410891/core/src/test/java/com/softavail/commsrouter/domain/RouterObject_RBL4_12e60e04Test.java:[20,30] incompatible types: java.lang.String cannot be converted to com.softavail.commsrouter.api.dto.model.ApiObjectRef",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,225
68,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/sharedsdkeventloopgroup.java,95247959,95247959,SharedSdkEventLoopGroup,http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/SharedSdkEventLoopGroup.java,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,1.8,lower_complexity_half,52,343,6,2,2,9,1.5,10,68,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\95247959\TestClasses_95247959_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following general errors were encountered during the Maven build: - Some problems were encountered while processing the POMs: - Non-resolvable import POM: The following artifacts could not be resolved: software.amazon.awssdk:bom-internal:pom:2.49.2-SNAPSHOT (absent): Could not find artifact software.amazon.awssdk:bom-internal:pom:2.49.2-SNAPSHOT @ software.amazon.awssdk:http-clients:2.49.2-SNAPSHOT, D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\201_95247959_9e42aa37\compiledrepos\95247959\http-clients\pom.xml, line 42, column 25 - 'dependencies.dependency.version' for io.netty:netty-codec-http:jar is missing. @ line 39, column 21 - 'dependencies.dependency.version' for io.netty:netty-codec-http2:jar is missing. @ line 43, column 21 - 'dependencies.dependency.version' for io.netty:netty-codec:jar is missing. @ line 47, column 21 - 'dependencies.dependency.version' for io.netty:netty-transport:jar is missing. @ line 51, column 21 - 'dependencies.dependency.version' for io.netty:netty-common:jar is missing. @ line 55, column 21 - 'dependencies.dependency.version' for io.netty:netty-buffer:jar is missing. @ line 59, column 21 - 'dependencies.dependency.version' fo",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,201
68,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/sharedsdkeventloopgroup.java,95247959,95247959,SharedSdkEventLoopGroup,http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/SharedSdkEventLoopGroup.java,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,1.8,lower_complexity_half,52,343,6,2,2,9,1.5,10,68,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\95247959\TestClasses_95247959_evosuite.failed,"s.dependency.version' for org.mockito:mockito-core:jar is missing. @ line 123, column 21 - 'dependencies.dependency.version' for org.assertj:assertj-core:jar is missing. @ line 128, column 21 - 'dependencies.dependency.version' for org.reactivestreams:reactive-streams-tck:jar is missing. @ line 133, column 21 - 'dependencies.dependency.version' for org.apache.logging.log4j:log4j-api:jar is missing. @ line 138, column 21 - 'dependencies.dependency.version' for org.apache.logging.log4j:log4j-core:jar is missing. @ line 143, column 21 - 'dependencies.dependency.version' for org.apache.logging.log4j:log4j-slf4j-impl:jar is missing. @ line 148, column 21 - 'dependencies.dependency.version' for io.netty:netty-tcnative-boringssl-static:jar is missing. @ line 153, column 21 - 'dependencies.dependency.version' for io.reactivex.rxjava2:rxjava:jar is missing. @ line 158, column 21 - @ - The build could not read 1 project -> [Help 1] - - The project software.amazon.awssdk:netty-nio-client:2.49.2-SNAPSHOT (D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\201_95247959_9e42aa37\compiledrepos\95247959\http-clients\netty-nio-client\pom.xml) has 26 errors - Non-resolvable import POM: ",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,201
70,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/simpledbqueryrunner.java,9619226,9619226,SimpleDbQueryRunner,spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/SimpleDbQueryRunner.java,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,1.6,lower_complexity_half,52,370,9,6,2,10,1.1111111111111112,1,70,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\9619226\TestClasses_9619226_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '9619226' ---- Processing project: 9619226, module: spring-data-simpledb-impl [RBL4] requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 9619226_spring-data-simpledb-impl is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the SimpleDbQueryRunner class --//loading ",,,,,0.0,0.0,0.0,0.0,pilot60_resume_20260724_083102,52
