sample_index,repo_id,class_key,focal_class,arm,generator,fail_stage,failure_owner,failure_owner_note,failure_artifact,failure_detail
10,43105609,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/care/caremessages.java,CareMessages,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\43105609\TestClasses_43105609_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"ava:[119,31] cannot find symbol - symbol: method anyString() - location: class com.riversoft.weixin.mp.care.CareMessages_RBL4Test_737b9436 - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/010_43105609_737b9436/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/care/CareMessages_RBL4Test_737b9436.java:[119,44] cannot find symbol - symbol: method anyString() - location: class com.riversoft.weixin.mp.care.CareMessages_RBL4Test_737b9436 - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/010_43105609_737b9436/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/care/CareMessages_RBL4Test_737b9436.java:[119,9] cannot find symbol - symbol: method verify(com.riversoft.weixin.common.WxClient) - location: class com.riversoft.weixin.mp.care.CareMessages_RBL4Test_737b9436 - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/010_43105609_737b9436/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/care/CareMessages_RBL4Test_737b9436.java:[120,9] cannot find symbol - symbol: class ArgumentCaptor - location: class com.riversoft.weixin.mp.care.CareMessages_RBL4Test_737b9436 - /D:"
11,43105609,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/media/materials.java,Materials,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\43105609\TestClasses_43105609_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"ts_v2/workspaces/pilot60_resume_20260724_083102/011_43105609_a90c8766/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/media/Materials_RBL4Test_a90c8766.java:[108,28] cannot find symbol - symbol: method anyString() - location: class com.riversoft.weixin.mp.media.Materials_RBL4Test_a90c8766 - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/011_43105609_a90c8766/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/media/Materials_RBL4Test_a90c8766.java:[108,41] cannot find symbol - symbol: method any(java.lang.Class<java.io.InputStream>) - location: class com.riversoft.weixin.mp.media.Materials_RBL4Test_a90c8766 - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/011_43105609_a90c8766/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/media/Materials_RBL4Test_a90c8766.java:[108,65] cannot find symbol - symbol: method anyString() - location: class com.riversoft.weixin.mp.media.Materials_RBL4Test_a90c8766 - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/011_43105609_a90c8766/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/media/Materials_RB"
14,45997449,45997449:webrex/src/main/java/com/ebayopensource/webrex/resource/resourcewrapper.java,ResourceWrapper,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\45997449\TestClasses_45997449_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"_5b1f1ebf - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/014_45997449_5b1f1ebf/compiledrepos/45997449/WebRex/src/test/java/com/ebayopensource/webrex/resource/ResourceWrapper_RBL4Test_5b1f1ebf.java:[93,9] cannot find symbol - symbol: method when(byte[]) - location: class com.ebayopensource.webrex.resource.ResourceWrapper_RBL4Test_5b1f1ebf - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/014_45997449_5b1f1ebf/compiledrepos/45997449/WebRex/src/test/java/com/ebayopensource/webrex/resource/ResourceWrapper_RBL4Test_5b1f1ebf.java:[102,9] cannot find symbol - symbol: method when(java.lang.String) - location: class com.ebayopensource.webrex.resource.ResourceWrapper_RBL4Test_5b1f1ebf - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/014_45997449_5b1f1ebf/compiledrepos/45997449/WebRex/src/test/java/com/ebayopensource/webrex/resource/ResourceWrapper_RBL4Test_5b1f1ebf.java:[110,27] cannot find symbol - symbol: method mock(java.lang.Class<java.net.URL>) - location: class com.ebayopensource.webrex.resource.ResourceWrapper_RBL4Test_5b1f1ebf - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/014_45997449_5b1f"
15,45997449,45997449:webrex/src/main/java/com/ebayopensource/webrex/resource/expression/resourceelevaluator.java,ResourceELEvaluator,gpt,gpt-4o-mini-2024-07-18,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\45997449\TestClasses_45997449_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"ourceELEvaluator_RBL4Test_44ed24a7.java:[59,35] no suitable constructor found for ResourceExpression(com.ebayopensource.webrex.resource.expression.ResourceExpressionType,java.lang.String,<nulltype>) - constructor com.ebayopensource.webrex.resource.expression.ResourceExpression.ResourceExpression(java.lang.String,com.ebayopensource.webrex.resource.expression.ResourceExpression,com.ebayopensource.webrex.resource.expression.ResourceExpressionType) is not applicable - (argument mismatch; com.ebayopensource.webrex.resource.expression.ResourceExpressionType cannot be converted to java.lang.String) - constructor com.ebayopensource.webrex.resource.expression.ResourceExpression.ResourceExpression(java.lang.String,com.ebayopensource.webrex.resource.expression.ResourceExpression,com.ebayopensource.webrex.resource.expression.ResourceExpressionType,java.lang.Object...) is not applicable - (argument mismatch; com.ebayopensource.webrex.resource.expression.ResourceExpressionType cannot be converted to java.lang.String) - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/015_45997449_44ed24a7/compiledrepos/45997449/WebRex/src/test/java/com/ebayopensource/webrex/resource/expressi"
13,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/debug/stackframevariables.java,StackFrameVariables,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"ss org.rf.ide.core.execution.debug.StackFrameVariables_RBL4Test_996db0ed - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/013_44308560_996db0ed/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/debug/StackFrameVariables_RBL4Test_996db0ed.java:[157,4] cannot find symbol - symbol: class Test - location: class org.rf.ide.core.execution.debug.StackFrameVariables_RBL4Test_996db0ed - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/013_44308560_996db0ed/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/debug/StackFrameVariables_RBL4Test_996db0ed.java:[168,4] cannot find symbol - symbol: class Test - location: class org.rf.ide.core.execution.debug.StackFrameVariables_RBL4Test_996db0ed - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/013_44308560_996db0ed/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/debug/StackFrameVariables_RBL4Test_996db0ed.java:[174,4] cannot find symbol - symbol: class Test - loca"
13,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/debug/stackframevariables.java,StackFrameVariables,evosuite,evosuite,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_evosuite.mavenfailed,"ss org.rf.ide.core.execution.debug.StackFrameVariables_RBL4Test_996db0ed - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/013_44308560_996db0ed/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/debug/StackFrameVariables_RBL4Test_996db0ed.java:[157,4] cannot find symbol - symbol: class Test - location: class org.rf.ide.core.execution.debug.StackFrameVariables_RBL4Test_996db0ed - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/013_44308560_996db0ed/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/debug/StackFrameVariables_RBL4Test_996db0ed.java:[168,4] cannot find symbol - symbol: class Test - location: class org.rf.ide.core.execution.debug.StackFrameVariables_RBL4Test_996db0ed - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/013_44308560_996db0ed/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/debug/StackFrameVariables_RBL4Test_996db0ed.java:[174,4] cannot find symbol - symbol: class Test - loca"
17,46396068,46396068:hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/mc.java,MC,gpt,gpt-4o-mini-2024-07-18,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46396068\TestClasses_46396068_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '46396068' ---- Processing project: 46396068, module: hbase0.98/hbase-manager-0.98 [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 46396068_hbase0.98/hbase-manager-0.98 is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// An error accored while trying to run the evosuite generation ---- STARTING gp"
17,46396068,46396068:hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/mc.java,MC,evosuite,evosuite,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46396068\TestClasses_46396068_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '46396068' ---- Processing project: 46396068, module: hbase0.98/hbase-manager-0.98 [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 46396068_hbase0.98/hbase-manager-0.98 is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// An error accored while trying to run the evosuite generation ---- STARTING gp"
12,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/argumentsfile.java,ArgumentsFile,gpt,gpt-4o-mini-2024-07-18,generated_test_runtime_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"2.java --//loading maven execution..// Test classes: -Dtest=org.rf.ide.core.execution.ArgumentsFile_RBL4Test_19fe2f02 -------------------- The following general errors were encountered during the Maven build: - Tests run: 7, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.59 s <<< FAILURE! - in org.rf.ide.core.execution.ArgumentsFile_RBL4Test_19fe2f02 - testWriteToTemporaryOrUseAlreadyExisting Time elapsed: 0.039 s <<< FAILURE! - org.opentest4j.AssertionFailedError: expected: <args_00000000000000000000000000000000.arg> but was: <args_d35fc3f5.arg> - at org.rf.ide.core.execution.ArgumentsFile_RBL4Test_19fe2f02.testWriteToTemporaryOrUseAlreadyExisting(ArgumentsFile_RBL4Test_19fe2f02.java:72) - - Failures: - ArgumentsFile_RBL4Test_19fe2f02.testWriteToTemporaryOrUseAlreadyExisting:72 expected: <args_00000000000000000000000000000000.arg> but was: <args_d35fc3f5.arg> - Tests run: 7, Failures: 1, Errors: 0, Skipped: 0 - There are test failures. - - Please refer to D:\A_ThucNghiem\scripts_v2\workspaces\pilot60_resume_20260724_083102\012_44308560_19fe2f02\compiledrepos\44308560\src\RobotFrameworkCore\org.robotframework.ide.core-functions\target\surefire-reports for the individual test r"
12,44308560,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/argumentsfile.java,ArgumentsFile,evosuite,evosuite,generated_test_runtime_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_evosuite.mavenfailed,"2.java --//loading maven execution..// Test classes: -Dtest=org.rf.ide.core.execution.ArgumentsFile_RBL4Test_19fe2f02 -------------------- The following general errors were encountered during the Maven build: - Tests run: 7, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 0.59 s <<< FAILURE! - in org.rf.ide.core.execution.ArgumentsFile_RBL4Test_19fe2f02 - testWriteToTemporaryOrUseAlreadyExisting Time elapsed: 0.039 s <<< FAILURE! - org.opentest4j.AssertionFailedError: expected: <args_00000000000000000000000000000000.arg> but was: <args_d35fc3f5.arg> - at org.rf.ide.core.execution.ArgumentsFile_RBL4Test_19fe2f02.testWriteToTemporaryOrUseAlreadyExisting(ArgumentsFile_RBL4Test_19fe2f02.java:72) - - Failures: - ArgumentsFile_RBL4Test_19fe2f02.testWriteToTemporaryOrUseAlreadyExisting:72 expected: <args_00000000000000000000000000000000.arg> but was: <args_d35fc3f5.arg> - Tests run: 7, Failures: 1, Errors: 0, Skipped: 0 - There are test failures. - - Please refer to D:\A_ThucNghiem\scripts_v2\workspaces\pilot60_resume_20260724_083102\012_44308560_19fe2f02\compiledrepos\44308560\src\RobotFrameworkCore\org.robotframework.ide.core-functions\target\surefire-reports for the individual test r"
19,46450575,46450575:flo-workflow/src/main/java/com/spotify/flo/taskids.java,TaskIds,gpt,gpt-4o-mini-2024-07-18,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46450575\TestClasses_46450575_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '46450575' ---- Processing project: 46450575, module: flo-workflow [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 46450575_flo-workflow is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the TaskIds class --//loading maven execution..// Test classes: -"
19,46450575,46450575:flo-workflow/src/main/java/com/spotify/flo/taskids.java,TaskIds,evosuite,evosuite,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46450575\TestClasses_46450575_evosuite.mavenfailed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '46450575' ---- Processing project: 46450575, module: flo-workflow [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 46450575_flo-workflow is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the TaskIds class --//loading maven execution..// Test classes: -"
18,46450575,46450575:flo-workflow/src/main/java/com/spotify/flo/context/asynccontext.java,AsyncContext,gpt,gpt-4o-mini-2024-07-18,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46450575\TestClasses_46450575_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '46450575' ---- Processing project: 46450575, module: flo-workflow [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 46450575_flo-workflow is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the AsyncContext class --//loading maven execution..// Test class"
18,46450575,46450575:flo-workflow/src/main/java/com/spotify/flo/context/asynccontext.java,AsyncContext,evosuite,evosuite,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46450575\TestClasses_46450575_evosuite.mavenfailed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '46450575' ---- Processing project: 46450575, module: flo-workflow [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 46450575_flo-workflow is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the AsyncContext class --//loading maven execution..// Test class"
22,49384652,49384652:niubi-job-framework/niubi-job-core/src/main/java/com/zuoxiaolong/niubi/job/core/helper/objecthelper.java,ObjectHelper,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\49384652\TestClasses_49384652_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"of type com.zuoxiaolong.niubi.job.core.helper.ReflectHelperTest.Parent - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/022_49384652_3f333538/compiledrepos/49384652/niubi-job-framework/niubi-job-core/src/test/java/com/zuoxiaolong/niubi/job/core/helper/ReflectHelperTest.java:[66,19] cannot find symbol - symbol: method setC(java.util.Date) - location: variable parentCopy of type com.zuoxiaolong.niubi.job.core.helper.ReflectHelperTest.Parent - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/022_49384652_3f333538/compiledrepos/49384652/niubi-job-framework/niubi-job-core/src/test/java/com/zuoxiaolong/niubi/job/core/helper/ReflectHelperTest.java:[68,39] cannot find symbol - symbol: method getA() - location: variable parentCopy of type com.zuoxiaolong.niubi.job.core.helper.ReflectHelperTest.Parent - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/022_49384652_3f333538/compiledrepos/49384652/niubi-job-framework/niubi-job-core/src/test/java/com/zuoxiaolong/niubi/job/core/helper/ReflectHelperTest.java:[69,37] cannot find symbol - symbol: method getB() - location: variable parentCopy of type com.zuoxiaolong.niubi.job.core.help"
23,49384652,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/standbyjobserviceimpl.java,StandbyJobServiceImpl,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\49384652\TestClasses_49384652_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '49384652' ---- Processing project: 49384652, module: niubi-job-framework/niubi-job-service [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 49384652_niubi-job-framework/niubi-job-service is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the StandbyJobS"
21,48046454,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/util/skewreductionpolicy.java,SkewReductionPolicy,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\48046454\TestClasses_48046454_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '48046454' ---- Processing project: 48046454, module: hazelcast-jet-core [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 48046454_hazelcast-jet-core is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// [RBL4] EvoSuite classpath skipped: non-jar classpath entry: C:\Users\admin\.m2\repository\org\apa"
21,48046454,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/util/skewreductionpolicy.java,SkewReductionPolicy,evosuite,evosuite,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\48046454\TestClasses_48046454_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '48046454' ---- Processing project: 48046454, module: hazelcast-jet-core [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 48046454_hazelcast-jet-core is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// [RBL4] EvoSuite classpath skipped: non-jar classpath entry: C:\Users\admin\.m2\repository\org\apa"
24,558963,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/header.java,Header,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\558963\TestClasses_558963_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '558963' ---- Processing project: 558963, module: httpcache4j-api [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 558963_httpcache4j-api is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the Header class --//loading maven execution..// Test classes: -D"
