repo_id,repo_url,commit_sha,focal_class,focal_path,test_class,test_path,nloc,max_method_cc,avg_method_cc,sum_method_cc,method_count,public_method_count,complexity_bucket,eligible_for_sampling,selected_type,selection_rank,repo_order_index,class_seed,replacement_of,notes
88231534,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,TracingCommandListener,opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/TracingCommandListener.java,TracingCommandListenerTest,opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/TracingCommandListenerTest.java,135,8,2.23,29,13,12,medium,True,main,5,7,13083155311569527279,,"Main sampled class (Rank 5, CC 8)"
88231534,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,OperationCollectionSpanNameProvider,opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProvider.java,OperationCollectionSpanNameProviderTest,opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProviderTest.java,20,4,4.0,4,1,1,low,True,main,6,7,13083155311569527279,,"Main sampled class (Rank 6, CC 4)"
88231534,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,OperationCollectionSpanNameProvider,opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProvider.java,OperationCollectionSpanNameProviderTest,opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProviderTest.java,20,4,4.0,4,1,1,low,True,main,7,7,13083155311569527279,,"Main sampled class (Rank 7, CC 4)"
88231534,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,OperationCollectionSpanNameProvider,opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProvider.java,OperationCollectionSpanNameProviderTest,opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/OperationCollectionSpanNameProviderTest.java,20,4,4.0,4,1,1,low,True,main,8,7,13083155311569527279,,"Main sampled class (Rank 8, CC 4)"
88231534,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,PrefixSpanNameProvider,opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/PrefixSpanNameProvider.java,PrefixSpanNameProviderTest,opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/PrefixSpanNameProviderTest.java,14,4,2.5,5,2,2,low,True,backup,1,7,13083155311569527279,,"Backup sampled class (Rank 1, CC 4)"
88231534,https://github.com/opentracing-contrib/java-mongo-driver,0a9c51bbac105437c13c2b2b609ef6b3610ddeb2,PrefixSpanNameProvider,opentracing-mongo-common/src/main/java/io/opentracing/contrib/mongo/common/providers/PrefixSpanNameProvider.java,PrefixSpanNameProviderTest,opentracing-mongo-common/src/test/java/io/opentracing/contrib/mongo/common/providers/PrefixSpanNameProviderTest.java,14,4,2.5,5,2,2,low,True,backup,2,7,13083155311569527279,,"Backup sampled class (Rank 2, CC 4)"
50552134,https://github.com/mercyblitz/confucius-commons,ffbe5331df105c4a95ee2f0b95a4eeb6df6a9caa,SimpleFileScanner,confucius-commons-lang/src/main/java/org/confucius/commons/lang/io/scanner/SimpleFileScanner.java,SimpleFileScannerTest,confucius-commons-lang/src/test/java/org/confucius/commons/lang/io/scanner/SimpleFileScannerTest.java,36,7,3.0,9,3,3,medium,True,main,1,12,5909760784764211938,,"Main sampled class (Rank 1, CC 7)"
50552134,https://github.com/mercyblitz/confucius-commons,ffbe5331df105c4a95ee2f0b95a4eeb6df6a9caa,SimpleJarEntryScanner,confucius-commons-lang/src/main/java/org/confucius/commons/lang/io/scanner/SimpleJarEntryScanner.java,SimpleJarEntryScannerTest,confucius-commons-lang/src/test/java/org/confucius/commons/lang/io/scanner/SimpleJarEntryScannerTest.java,59,6,1.83,11,6,5,medium,True,main,2,12,5909760784764211938,,"Main sampled class (Rank 2, CC 6)"
50552134,https://github.com/mercyblitz/confucius-commons,ffbe5331df105c4a95ee2f0b95a4eeb6df6a9caa,PropertyResourceBundleControl,confucius-commons-lang/src/main/java/org/confucius/commons/lang/util/PropertyResourceBundleControl.java,PropertyResourceBundleControlTest,confucius-commons-lang/src/test/java/org/confucius/commons/lang/util/PropertyResourceBundleControlTest.java,96,6,1.88,15,8,4,medium,True,main,3,12,5909760784764211938,,"Main sampled class (Rank 3, CC 6)"
50552134,https://github.com/mercyblitz/confucius-commons,ffbe5331df105c4a95ee2f0b95a4eeb6df6a9caa,PropertyResourceBundleControl,confucius-commons-lang/src/main/java/org/confucius/commons/lang/util/PropertyResourceBundleControl.java,PropertyResourceBundleControlTest,confucius-commons-lang/src/test/java/org/confucius/commons/lang/util/PropertyResourceBundleControlTest.java,96,6,1.88,15,8,4,medium,True,main,4,12,5909760784764211938,,"Main sampled class (Rank 4, CC 6)"
50552134,https://github.com/mercyblitz/confucius-commons,ffbe5331df105c4a95ee2f0b95a4eeb6df6a9caa,ClassUtils,confucius-commons-lang/src/main/java/org/confucius/commons/lang/ClassUtils.java,ClassUtilsTest,confucius-commons-lang/src/test/java/org/confucius/commons/lang/ClassUtilsTest.java,184,6,2.16,41,19,12,medium,True,backup,1,12,5909760784764211938,,"Backup sampled class (Rank 1, CC 6)"
50552134,https://github.com/mercyblitz/confucius-commons,ffbe5331df105c4a95ee2f0b95a4eeb6df6a9caa,ClassUtils,confucius-commons-lang/src/main/java/org/confucius/commons/lang/ClassUtils.java,ClassUtilsTest,confucius-commons-lang/src/test/java/org/confucius/commons/lang/ClassUtilsTest.java,184,6,2.16,41,19,12,medium,True,backup,2,12,5909760784764211938,,"Backup sampled class (Rank 2, CC 6)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,ClientInterceptors,demo/gRPC/core/src/main/java/io/grpc/ClientInterceptors.java,ClientInterceptorsTest,demo/gRPC/core/src/test/java/io/grpc/ClientInterceptorsTest.java,84,2,1.17,14,12,7,low,True,main,1,41,8968609173039186934,,"Main sampled class (Rank 1, CC 2)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,MessageDeframer,demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,MessageDeframerTest,demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,251,12,2.43,51,21,12,high,True,main,2,41,8968609173039186934,,"Main sampled class (Rank 2, CC 12)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,MessageDeframer,demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,MessageDeframerTest,demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,251,12,2.43,51,21,12,high,True,main,3,41,8968609173039186934,,"Main sampled class (Rank 3, CC 12)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,MessageDeframer,demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,MessageDeframerTest,demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,251,12,2.43,51,21,12,high,True,main,4,41,8968609173039186934,,"Main sampled class (Rank 4, CC 12)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,MessageDeframer,demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,MessageDeframerTest,demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,251,12,2.43,51,21,12,high,True,main,5,41,8968609173039186934,,"Main sampled class (Rank 5, CC 12)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,MessageDeframer,demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,MessageDeframerTest,demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,251,12,2.43,51,21,12,high,True,main,6,41,8968609173039186934,,"Main sampled class (Rank 6, CC 12)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,MessageDeframer,demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,MessageDeframerTest,demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,251,12,2.43,51,21,12,high,True,main,7,41,8968609173039186934,,"Main sampled class (Rank 7, CC 12)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,MessageDeframer,demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,MessageDeframerTest,demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,251,12,2.43,51,21,12,high,True,main,8,41,8968609173039186934,,"Main sampled class (Rank 8, CC 12)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,MessageDeframer,demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,MessageDeframerTest,demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,251,12,2.43,51,21,12,high,True,main,9,41,8968609173039186934,,"Main sampled class (Rank 9, CC 12)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,MessageDeframer,demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,MessageDeframerTest,demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,251,12,2.43,51,21,12,high,True,main,10,41,8968609173039186934,,"Main sampled class (Rank 10, CC 12)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,MessageDeframer,demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,MessageDeframerTest,demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,251,12,2.43,51,21,12,high,True,main,11,41,8968609173039186934,,"Main sampled class (Rank 11, CC 12)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,MessageDeframer,demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,MessageDeframerTest,demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,251,12,2.43,51,21,12,high,True,main,12,41,8968609173039186934,,"Main sampled class (Rank 12, CC 12)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,Status,demo/gRPC/core/src/main/java/io/grpc/Status.java,StatusTest,demo/gRPC/core/src/test/java/io/grpc/StatusTest.java,224,10,1.84,46,25,17,high,True,main,13,41,8968609173039186934,,"Main sampled class (Rank 13, CC 10)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,Status,demo/gRPC/core/src/main/java/io/grpc/Status.java,StatusTest,demo/gRPC/core/src/test/java/io/grpc/StatusTest.java,224,10,1.84,46,25,17,high,True,main,14,41,8968609173039186934,,"Main sampled class (Rank 14, CC 10)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,ServerProvider,demo/gRPC/core/src/main/java/io/grpc/ServerProvider.java,ServerProviderTest,demo/gRPC/core/src/test/java/io/grpc/ServerProviderTest.java,34,5,3.5,7,2,1,medium,True,main,15,41,8968609173039186934,,"Main sampled class (Rank 15, CC 5)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,ServerProvider,demo/gRPC/core/src/main/java/io/grpc/ServerProvider.java,ServerProviderTest,demo/gRPC/core/src/test/java/io/grpc/ServerProviderTest.java,34,5,3.5,7,2,1,medium,True,main,16,41,8968609173039186934,,"Main sampled class (Rank 16, CC 5)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,ServerProvider,demo/gRPC/core/src/main/java/io/grpc/ServerProvider.java,ServerProviderTest,demo/gRPC/core/src/test/java/io/grpc/ServerProviderTest.java,34,5,3.5,7,2,1,medium,True,main,17,41,8968609173039186934,,"Main sampled class (Rank 17, CC 5)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,ServerInterceptors,demo/gRPC/core/src/main/java/io/grpc/ServerInterceptors.java,ServerInterceptorsTest,demo/gRPC/core/src/test/java/io/grpc/ServerInterceptorsTest.java,163,3,1.33,20,15,11,low,True,main,18,41,8968609173039186934,,"Main sampled class (Rank 18, CC 3)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,ServerInterceptors,demo/gRPC/core/src/main/java/io/grpc/ServerInterceptors.java,ServerInterceptorsTest,demo/gRPC/core/src/test/java/io/grpc/ServerInterceptorsTest.java,163,3,1.33,20,15,11,low,True,main,19,41,8968609173039186934,,"Main sampled class (Rank 19, CC 3)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,ServerInterceptors,demo/gRPC/core/src/main/java/io/grpc/ServerInterceptors.java,ServerInterceptorsTest,demo/gRPC/core/src/test/java/io/grpc/ServerInterceptorsTest.java,163,3,1.33,20,15,11,low,True,main,20,41,8968609173039186934,,"Main sampled class (Rank 20, CC 3)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,ServerInterceptors,demo/gRPC/core/src/main/java/io/grpc/ServerInterceptors.java,ServerInterceptorsTest,demo/gRPC/core/src/test/java/io/grpc/ServerInterceptorsTest.java,163,3,1.33,20,15,11,low,True,main,21,41,8968609173039186934,,"Main sampled class (Rank 21, CC 3)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,ServerInterceptors,demo/gRPC/core/src/main/java/io/grpc/ServerInterceptors.java,ServerInterceptorsTest,demo/gRPC/core/src/test/java/io/grpc/ServerInterceptorsTest.java,163,3,1.33,20,15,11,low,True,main,22,41,8968609173039186934,,"Main sampled class (Rank 22, CC 3)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,GrpcUtil,demo/gRPC/core/src/main/java/io/grpc/internal/GrpcUtil.java,GrpcUtilTest,demo/gRPC/core/src/test/java/io/grpc/internal/GrpcUtilTest.java,261,6,2.33,42,18,15,medium,True,backup,1,41,8968609173039186934,,"Backup sampled class (Rank 1, CC 6)"
58086354,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,ClientCallImpl,demo/gRPC/core/src/main/java/io/grpc/internal/ClientCallImpl.java,ClientCallImplTest,demo/gRPC/core/src/test/java/io/grpc/internal/ClientCallImplTest.java,362,10,2.41,65,27,19,high,True,backup,2,41,8968609173039186934,,"Backup sampled class (Rank 2, CC 10)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,TargetTracker,ais-lib-communication/src/main/java/dk/dma/ais/tracker/targetTracker/TargetTracker.java,TargetTrackerTest,ais-lib-communication/src/test/java/dk/dma/ais/tracker/targetTracker/TargetTrackerTest.java,162,12,2.42,46,19,15,high,True,main,1,48,11408680270351069727,,"Main sampled class (Rank 1, CC 12)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,Track,ais-lib-communication/src/main/java/dk/dma/ais/tracker/eventEmittingTracker/Track.java,TrackTest,ais-lib-communication/src/test/java/dk/dma/ais/tracker/eventEmittingTracker/TrackTest.java,396,13,1.77,76,43,37,high,True,main,2,48,11408680270351069727,,"Main sampled class (Rank 2, CC 13)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,Track,ais-lib-communication/src/main/java/dk/dma/ais/tracker/eventEmittingTracker/Track.java,TrackTest,ais-lib-communication/src/test/java/dk/dma/ais/tracker/eventEmittingTracker/TrackTest.java,396,13,1.77,76,43,37,high,True,main,3,48,11408680270351069727,,"Main sampled class (Rank 3, CC 13)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,Track,ais-lib-communication/src/main/java/dk/dma/ais/tracker/eventEmittingTracker/Track.java,TrackTest,ais-lib-communication/src/test/java/dk/dma/ais/tracker/eventEmittingTracker/TrackTest.java,396,13,1.77,76,43,37,high,True,main,4,48,11408680270351069727,,"Main sampled class (Rank 4, CC 13)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,Track,ais-lib-communication/src/main/java/dk/dma/ais/tracker/eventEmittingTracker/Track.java,TrackTest,ais-lib-communication/src/test/java/dk/dma/ais/tracker/eventEmittingTracker/TrackTest.java,396,13,1.77,76,43,37,high,True,main,5,48,11408680270351069727,,"Main sampled class (Rank 5, CC 13)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,Track,ais-lib-communication/src/main/java/dk/dma/ais/tracker/eventEmittingTracker/Track.java,TrackTest,ais-lib-communication/src/test/java/dk/dma/ais/tracker/eventEmittingTracker/TrackTest.java,396,13,1.77,76,43,37,high,True,main,6,48,11408680270351069727,,"Main sampled class (Rank 6, CC 13)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,EventEmittingTrackerImpl,ais-lib-communication/src/main/java/dk/dma/ais/tracker/eventEmittingTracker/EventEmittingTrackerImpl.java,EventEmittingTrackerImplTest,ais-lib-communication/src/test/java/dk/dma/ais/tracker/eventEmittingTracker/EventEmittingTrackerImplTest.java,291,11,2.25,54,24,9,high,True,main,7,48,11408680270351069727,,"Main sampled class (Rank 7, CC 11)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,EventEmittingTrackerImpl,ais-lib-communication/src/main/java/dk/dma/ais/tracker/eventEmittingTracker/EventEmittingTrackerImpl.java,EventEmittingTrackerImplTest,ais-lib-communication/src/test/java/dk/dma/ais/tracker/eventEmittingTracker/EventEmittingTrackerImplTest.java,291,11,2.25,54,24,9,high,True,main,8,48,11408680270351069727,,"Main sampled class (Rank 8, CC 11)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,EventEmittingTrackerImpl,ais-lib-communication/src/main/java/dk/dma/ais/tracker/eventEmittingTracker/EventEmittingTrackerImpl.java,EventEmittingTrackerImplTest,ais-lib-communication/src/test/java/dk/dma/ais/tracker/eventEmittingTracker/EventEmittingTrackerImplTest.java,291,11,2.25,54,24,9,high,True,main,9,48,11408680270351069727,,"Main sampled class (Rank 9, CC 11)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,Vdm,ais-lib-messages/src/main/java/dk/dma/ais/sentence/Vdm.java,VdmTest,ais-lib-messages/src/test/java/dk/dma/ais/sentence/VdmTest.java,125,8,3.14,22,7,7,medium,True,main,10,48,11408680270351069727,,"Main sampled class (Rank 10, CC 8)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,Vdm,ais-lib-messages/src/main/java/dk/dma/ais/sentence/Vdm.java,VdmTest,ais-lib-messages/src/test/java/dk/dma/ais/sentence/VdmTest.java,125,8,3.14,22,7,7,medium,True,main,11,48,11408680270351069727,,"Main sampled class (Rank 11, CC 8)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,Vdm,ais-lib-messages/src/main/java/dk/dma/ais/sentence/Vdm.java,VdmTest,ais-lib-messages/src/test/java/dk/dma/ais/sentence/VdmTest.java,125,8,3.14,22,7,7,medium,True,main,12,48,11408680270351069727,,"Main sampled class (Rank 12, CC 8)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,Vdm,ais-lib-messages/src/main/java/dk/dma/ais/sentence/Vdm.java,VdmTest,ais-lib-messages/src/test/java/dk/dma/ais/sentence/VdmTest.java,125,8,3.14,22,7,7,medium,True,main,13,48,11408680270351069727,,"Main sampled class (Rank 13, CC 8)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,AisReader,ais-lib-communication/src/main/java/dk/dma/ais/reader/AisReader.java,AisReaderTest,ais-lib-communication/src/test/java/dk/dma/ais/reader/AisReaderTest.java,180,8,1.67,30,18,13,medium,True,main,14,48,11408680270351069727,,"Main sampled class (Rank 14, CC 8)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,AisPacket,ais-lib-communication/src/main/java/dk/dma/ais/packet/AisPacket.java,AisPacketTest,ais-lib-communication/src/test/java/dk/dma/ais/packet/AisPacketTest.java,128,4,1.78,32,18,16,low,True,main,15,48,11408680270351069727,,"Main sampled class (Rank 15, CC 4)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,AisMessage27,ais-lib-messages/src/main/java/dk/dma/ais/message/AisMessage27.java,AisMessage27Test,ais-lib-messages/src/test/java/dk/dma/ais/message/AisMessage27Test.java,121,2,1.05,23,22,22,low,True,main,16,48,11408680270351069727,,"Main sampled class (Rank 16, CC 2)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,AisMessage27,ais-lib-messages/src/main/java/dk/dma/ais/message/AisMessage27.java,AisMessage27Test,ais-lib-messages/src/test/java/dk/dma/ais/message/AisMessage27Test.java,121,2,1.05,23,22,22,low,True,main,17,48,11408680270351069727,,"Main sampled class (Rank 17, CC 2)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,GeoMaskFilter,ais-lib-communication/src/main/java/dk/dma/ais/filter/GeoMaskFilter.java,GeoMaskFilterTest,ais-lib-communication/src/test/java/dk/dma/ais/filter/GeoMaskFilterTest.java,29,3,1.67,5,3,3,low,True,backup,1,48,11408680270351069727,,"Backup sampled class (Rank 1, CC 3)"
6489406,https://github.com/dma-ais/AisLib,7b3429115a3c1a8d52b30298e17e2a4f757dfd72,ScenarioTracker,ais-lib-communication/src/main/java/dk/dma/ais/tracker/scenarioTracker/ScenarioTracker.java,ScenarioTrackerTest,ais-lib-communication/src/test/java/dk/dma/ais/tracker/scenarioTracker/ScenarioTrackerTest.java,304,5,1.64,72,44,37,medium,True,backup,2,48,11408680270351069727,,"Backup sampled class (Rank 2, CC 5)"
