Project,Focal_Class,Test_Class,Focal_Path,Test_Path,Module,Repo_URL,Commit_SHA,NLOC,Max_Method_CC,Public_Method_Count,Method_Count,Avg_Method_CC,Sum_Method_CC,Java_Version,Build_Tool,Selected_Type,Dependency_Command,Compile_Command,Test_Compile_Command,Working_Directory,Build_Recipe_ID,Validation_Log,source_row_index,compiled_focal_path,compiled_test_path
50552134,SimpleFileScanner,SimpleFileScannerTest,repos/50552134/confucius-commons-lang/src/main/java/org/confucius/commons/lang/io/scanner/SimpleFileScanner.java,repos/50552134/confucius-commons-lang/src/test/java/org/confucius/commons/lang/io/scanner/SimpleFileScannerTest.java,confucius-commons-lang,https://github.com/mercyblitz/confucius-commons,ffbe5331df105c4a95ee2f0b95a4eeb6df6a9caa,36,7,3,3,3.0,9,6,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/50552134,recipe_50552134,logs/build/50552134_20260712_230641_attempt_1.log,10,compiledrepos/50552134/confucius-commons-lang/src/main/java/org/confucius/commons/lang/io/scanner/SimpleFileScanner.java,compiledrepos/50552134/confucius-commons-lang/src/test/java/org/confucius/commons/lang/io/scanner/SimpleFileScannerTest.java
50552134,SimpleJarEntryScanner,SimpleJarEntryScannerTest,repos/50552134/confucius-commons-lang/src/main/java/org/confucius/commons/lang/io/scanner/SimpleJarEntryScanner.java,repos/50552134/confucius-commons-lang/src/test/java/org/confucius/commons/lang/io/scanner/SimpleJarEntryScannerTest.java,confucius-commons-lang,https://github.com/mercyblitz/confucius-commons,ffbe5331df105c4a95ee2f0b95a4eeb6df6a9caa,59,6,5,6,1.83,11,6,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/50552134,recipe_50552134,logs/build/50552134_20260712_230641_attempt_1.log,11,compiledrepos/50552134/confucius-commons-lang/src/main/java/org/confucius/commons/lang/io/scanner/SimpleJarEntryScanner.java,compiledrepos/50552134/confucius-commons-lang/src/test/java/org/confucius/commons/lang/io/scanner/SimpleJarEntryScannerTest.java
50552134,PropertyResourceBundleControl,PropertyResourceBundleControlTest,repos/50552134/confucius-commons-lang/src/main/java/org/confucius/commons/lang/util/PropertyResourceBundleControl.java,repos/50552134/confucius-commons-lang/src/test/java/org/confucius/commons/lang/util/PropertyResourceBundleControlTest.java,confucius-commons-lang,https://github.com/mercyblitz/confucius-commons,ffbe5331df105c4a95ee2f0b95a4eeb6df6a9caa,96,6,4,8,1.88,15,6,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/50552134,recipe_50552134,logs/build/50552134_20260712_230641_attempt_1.log,12,compiledrepos/50552134/confucius-commons-lang/src/main/java/org/confucius/commons/lang/util/PropertyResourceBundleControl.java,compiledrepos/50552134/confucius-commons-lang/src/test/java/org/confucius/commons/lang/util/PropertyResourceBundleControlTest.java
50552134,PropertyResourceBundleControl,PropertyResourceBundleControlTest,repos/50552134/confucius-commons-lang/src/main/java/org/confucius/commons/lang/util/PropertyResourceBundleControl.java,repos/50552134/confucius-commons-lang/src/test/java/org/confucius/commons/lang/util/PropertyResourceBundleControlTest.java,confucius-commons-lang,https://github.com/mercyblitz/confucius-commons,ffbe5331df105c4a95ee2f0b95a4eeb6df6a9caa,96,6,4,8,1.88,15,6,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/50552134,recipe_50552134,logs/build/50552134_20260712_230641_attempt_1.log,13,compiledrepos/50552134/confucius-commons-lang/src/main/java/org/confucius/commons/lang/util/PropertyResourceBundleControl.java,compiledrepos/50552134/confucius-commons-lang/src/test/java/org/confucius/commons/lang/util/PropertyResourceBundleControlTest.java
58086354,ClientInterceptors,ClientInterceptorsTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/ClientInterceptors.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/ClientInterceptorsTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,84,2,7,12,1.17,14,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,14,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/ClientInterceptors.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/ClientInterceptorsTest.java
58086354,MessageDeframer,MessageDeframerTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,251,12,12,21,2.43,51,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,15,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java
58086354,MessageDeframer,MessageDeframerTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,251,12,12,21,2.43,51,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,16,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java
58086354,MessageDeframer,MessageDeframerTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,251,12,12,21,2.43,51,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,17,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java
58086354,MessageDeframer,MessageDeframerTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,251,12,12,21,2.43,51,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,18,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java
58086354,MessageDeframer,MessageDeframerTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,251,12,12,21,2.43,51,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,19,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java
58086354,MessageDeframer,MessageDeframerTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,251,12,12,21,2.43,51,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,20,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java
58086354,MessageDeframer,MessageDeframerTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,251,12,12,21,2.43,51,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,21,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java
58086354,MessageDeframer,MessageDeframerTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,251,12,12,21,2.43,51,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,22,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java
58086354,MessageDeframer,MessageDeframerTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,251,12,12,21,2.43,51,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,23,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java
58086354,MessageDeframer,MessageDeframerTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,251,12,12,21,2.43,51,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,24,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java
58086354,MessageDeframer,MessageDeframerTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,251,12,12,21,2.43,51,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,25,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/internal/MessageDeframer.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/internal/MessageDeframerTest.java
58086354,Status,StatusTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/Status.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/StatusTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,224,10,17,25,1.84,46,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,26,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/Status.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/StatusTest.java
58086354,Status,StatusTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/Status.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/StatusTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,224,10,17,25,1.84,46,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,27,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/Status.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/StatusTest.java
58086354,ServerProvider,ServerProviderTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/ServerProvider.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/ServerProviderTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,34,5,1,2,3.5,7,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,28,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/ServerProvider.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/ServerProviderTest.java
58086354,ServerProvider,ServerProviderTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/ServerProvider.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/ServerProviderTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,34,5,1,2,3.5,7,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,29,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/ServerProvider.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/ServerProviderTest.java
58086354,ServerProvider,ServerProviderTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/ServerProvider.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/ServerProviderTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,34,5,1,2,3.5,7,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,30,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/ServerProvider.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/ServerProviderTest.java
58086354,ServerInterceptors,ServerInterceptorsTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/ServerInterceptors.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/ServerInterceptorsTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,163,3,11,15,1.33,20,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,31,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/ServerInterceptors.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/ServerInterceptorsTest.java
58086354,ServerInterceptors,ServerInterceptorsTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/ServerInterceptors.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/ServerInterceptorsTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,163,3,11,15,1.33,20,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,32,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/ServerInterceptors.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/ServerInterceptorsTest.java
58086354,ServerInterceptors,ServerInterceptorsTest,repos/58086354/demo/gRPC/core/src/main/java/io/grpc/ServerInterceptors.java,repos/58086354/demo/gRPC/core/src/test/java/io/grpc/ServerInterceptorsTest.java,demo/gRPC/core,https://github.com/BitTigerInst/miniCassandra,a996a3bc1f21a9bf0a6589d4ba96dfea99a5ff4f,163,3,11,15,1.33,20,8,maven,main,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/58086354,recipe_58086354,logs/build/58086354_20260712_230641_attempt_1.log,33,compiledrepos/58086354/demo/gRPC/core/src/main/java/io/grpc/ServerInterceptors.java,compiledrepos/58086354/demo/gRPC/core/src/test/java/io/grpc/ServerInterceptorsTest.java
