repo_id,repo_url,commit_sha,focal_class,focal_path,test_class,test_path,nloc,max_method_cc,avg_method_cc,sum_method_cc,method_count,public_method_count,complexity_bucket,eligible_for_sampling,selected_type,selection_rank,repo_order_index,class_seed,replacement_of,notes,java_version,java_version_source,build_tool,dependency_command,compile_command,test_compile_command,working_directory,skip_flags,disabled_components,build_recipe_id,validation_log,success_origin
3526892,https://github.com/ipeirotis/Troia-Server,5c18a6cc519a148c58d8ed5483fb6809e5623ee9,Stat,core/src/main/java/com/datascience/utils/Stat.java,StatTest,core/src/test/java/com/datascience/utils/StatTest.java,97,5,1.93,27,14,13,medium,True,backup,1,59,11970320721535061872,,"Backup sampled class (Rank 1, CC 5)",unknown_but_builds_with_jdk8,repair_stage,maven,mvn -U -s ../../repair_configs/3526892/settings_retry.xml test-compile -DskipTests -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true -Ddocker.skip=true -Dfrontend.skip=true,mvn -U -s ../../repair_configs/3526892/settings_retry.xml test-compile -DskipTests -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true -Ddocker.skip=true -Dfrontend.skip=true,mvn -U -s ../../repair_configs/3526892/settings_retry.xml test-compile -DskipTests -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true -Ddocker.skip=true -Dfrontend.skip=true,,"['checkstyle.skip', 'spotless.check.skip', 'license.skip', 'gpg.skip', 'docker.skip', 'frontend.skip']",[],recipe_3526892,logs/repair/3526892_20260713_192338_attempt_2.log,curated_repair
3526892,https://github.com/ipeirotis/Troia-Server,5c18a6cc519a148c58d8ed5483fb6809e5623ee9,ProbabilityDistributions,core/src/main/java/com/datascience/utils/ProbabilityDistributions.java,ProbabilityDistributionsTest,core/src/test/java/com/datascience/utils/ProbabilityDistributionsTest.java,45,3,1.8,9,5,5,low,True,backup,2,59,11970320721535061872,,"Backup sampled class (Rank 2, CC 3)",unknown_but_builds_with_jdk8,repair_stage,maven,mvn -U -s ../../repair_configs/3526892/settings_retry.xml test-compile -DskipTests -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true -Ddocker.skip=true -Dfrontend.skip=true,mvn -U -s ../../repair_configs/3526892/settings_retry.xml test-compile -DskipTests -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true -Ddocker.skip=true -Dfrontend.skip=true,mvn -U -s ../../repair_configs/3526892/settings_retry.xml test-compile -DskipTests -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true -Ddocker.skip=true -Dfrontend.skip=true,,"['checkstyle.skip', 'spotless.check.skip', 'license.skip', 'gpg.skip', 'docker.skip', 'frontend.skip']",[],recipe_3526892,logs/repair/3526892_20260713_192338_attempt_2.log,curated_repair
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,DataConvertingUtility,coap-core/src/main/java/com/mbed/coap/packet/DataConvertingUtility.java,DataConvertingUtilityTest,coap-core/src/test/java/com/mbed/coap/packet/DataConvertingUtilityTest.java,138,5,2.85,37,13,9,medium,True,backup,1,76,2943542859354608868,,"Backup sampled class (Rank 1, CC 5)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/89562636,[],[],recipe_89562636,logs/build/89562636_20260712_230641_attempt_1.log,
89562636,https://github.com/ARMmbed/java-coap,9f74a3ae0aa1cdf9a8109bf58a113e4893683271,BlockWiseCallback,coap-core/src/main/java/com/mbed/coap/server/internal/BlockWiseCallback.java,BlockWiseCallbackTest,coap-core/src/test/java/com/mbed/coap/server/internal/BlockWiseCallbackTest.java,181,7,3.08,37,12,3,medium,True,backup,2,76,2943542859354608868,,"Backup sampled class (Rank 2, CC 7)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/89562636,[],[],recipe_89562636,logs/build/89562636_20260712_230641_attempt_1.log,
5175291,https://github.com/airlift/airship,a81374f546e75f5573e846b0df9d769921d1124f,PublicKey,airship-coordinator/src/main/java/io/airlift/airship/coordinator/auth/PublicKey.java,TestPublicKey,airship-coordinator/src/test/java/io/airlift/airship/coordinator/auth/TestPublicKey.java,50,5,2.0,8,4,3,medium,True,backup,1,79,3318159894493461849,,"Backup sampled class (Rank 1, CC 5)",unknown_but_builds_with_jdk8,unknown,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/5175291,[],[],recipe_5175291,logs/build/5175291_20260712_230641_attempt_1.log,
5745625,https://github.com/square/tape,445cd3fd0a7b3ec48c9ea3e0e86663fe6d3735d8,QueueFile,tape/src/main/java/com/squareup/tape2/QueueFile.java,QueueFileTest,tape/src/test/java/com/squareup/tape2/QueueFileTest.java,451,8,2.27,93,41,20,medium,True,backup,1,150,18142317957254418390,,"Backup sampled class (Rank 1, CC 8)",unknown_but_builds_with_jdk8,unknown,gradle,gradlew.bat dependencies,gradlew.bat testClasses -x test,gradlew.bat testClasses -x test,repos/successful/5745625,[],[],recipe_5745625,logs/build/5745625_20260712_230641_attempt_1.log,
960343,https://github.com/anjlab/sat3,c903a6fccd53f91955af62f14f45b3206687ca12,SimplePermutation,3-sat-core/src/main/java/com/anjlab/sat3/SimplePermutation.java,TestSimplePermutation,3-sat-core/src/test/java/com/anjlab/sat3/TestSimplePermutation.java,175,3,1.78,32,18,16,low,True,backup,1,173,17838647740758749834,,"Backup sampled class (Rank 1, CC 3)",6,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/960343,[],[],recipe_960343,logs/build/960343_20260712_230641_attempt_1.log,
74217,https://github.com/born2snipe/flapjack,c32599a0db5c97a47820f2c8c943dcb65591470b,CobolFieldTypeResolver,flapjack-cobol/src/main/java/flapjack/cobol/layout/CobolFieldTypeResolver.java,CobolFieldTypeResolverTest,flapjack-cobol/src/test/java/flapjack/cobol/layout/CobolFieldTypeResolverTest.java,14,4,4.0,4,1,1,low,True,backup,1,214,866949009358952329,,"Backup sampled class (Rank 1, CC 4)",unknown_but_builds_with_jdk8,unknown,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74217,[],[],recipe_74217,logs/build/74217_20260713_140736_attempt_1.log,
74217,https://github.com/born2snipe/flapjack,c32599a0db5c97a47820f2c8c943dcb65591470b,FieldLocator,flapjack-annotation/src/main/java/flapjack/annotation/FieldLocator.java,FieldLocatorTest,flapjack-annotation/src/test/java/flapjack/annotation/FieldLocatorTest.java,52,7,3.8,19,5,3,medium,True,backup,2,214,866949009358952329,,"Backup sampled class (Rank 2, CC 7)",unknown_but_builds_with_jdk8,unknown,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74217,[],[],recipe_74217,logs/build/74217_20260713_140736_attempt_1.log,
73087334,https://github.com/jkacer/pac4j-extensions,25ce72b3b1a59fd33560d03aea8fe18ddbc07040,SpringJdbcTemplateSamlClientDaoImpl,pac4j-saml-config-db/src/main/java/com/idc/webchannel/pac4j/extensions/saml/dao/impl/SpringJdbcTemplateSamlClientDaoImpl.java,SpringJdbcTemplateSamlClientDaoImplTest,pac4j-saml-config-db/src/test/java/com/idc/webchannel/pac4j/extensions/saml/dao/impl/SpringJdbcTemplateSamlClientDaoImplTest.java,116,4,1.43,10,7,7,low,True,backup,1,248,8184010027543304559,,"Backup sampled class (Rank 1, CC 4)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/73087334,[],[],recipe_73087334,logs/build/73087334_20260712_230641_attempt_1.log,
38080174,https://github.com/softindex/datakernel,69a6bcb85be43177d96ea56041b63e8d8ffb10de,CodecRegistry,util-codec/src/main/java/io/datakernel/codec/registry/CodecRegistry.java,CodecRegistryTest,util-codec/src/test/java/io/datakernel/codec/registry/CodecRegistryTest.java,159,5,1.62,21,13,10,medium,True,backup,1,263,3512727549659329474,,"Backup sampled class (Rank 1, CC 5)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/38080174,[],[],recipe_38080174,logs/build/38080174_20260712_230641_attempt_1.log,
38080174,https://github.com/softindex/datakernel,69a6bcb85be43177d96ea56041b63e8d8ffb10de,RingBuffer,cloud-memcache/src/main/java/io/datakernel/memcache/server/RingBuffer.java,RingBufferTest,cloud-memcache/src/test/java/io/datakernel/memcache/server/RingBufferTest.java,227,4,1.47,47,32,20,low,True,backup,2,263,3512727549659329474,,"Backup sampled class (Rank 2, CC 4)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/38080174,[],[],recipe_38080174,logs/build/38080174_20260712_230641_attempt_1.log,
812511,https://github.com/jglobus/JGlobus,bf4f5a185201dbd8ab6f9d67c1ede329557b40ae,SimpleMemoryKeyStore,ssl-proxies/src/main/java/org/globus/gsi/provider/simple/SimpleMemoryKeyStore.java,SimpleMemoryKeyStoreTest,ssl-proxies/src/test/java/org/globus/gsi/provider/simple/SimpleMemoryKeyStoreTest.java,117,6,1.41,24,17,17,medium,True,backup,1,291,2501644946118458267,,"Backup sampled class (Rank 1, CC 6)",unknown_but_builds_with_jdk8,unknown,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/812511,[],[],recipe_812511,logs/build/812511_20260712_230641_attempt_1.log,
812511,https://github.com/jglobus/JGlobus,bf4f5a185201dbd8ab6f9d67c1ede329557b40ae,SimpleMemoryCertStore,ssl-proxies/src/main/java/org/globus/gsi/provider/simple/SimpleMemoryCertStore.java,SimpleMemoryCertStoreTest,ssl-proxies/src/test/java/org/globus/gsi/provider/simple/SimpleMemoryCertStoreTest.java,68,9,5.0,15,3,3,high,True,backup,2,291,2501644946118458267,,"Backup sampled class (Rank 2, CC 9)",unknown_but_builds_with_jdk8,unknown,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/812511,[],[],recipe_812511,logs/build/812511_20260712_230641_attempt_1.log,
49126308,https://github.com/jloisel/elastic-crud,840debc39f5795aaa2b2ff96d02f8e6505e61ac5,JacksonJsonSerializer,db-conversion-jackson/src/main/java/com/jeromeloisel/db/conversion/jackson/JacksonJsonSerializer.java,JacksonJsonSerializerTest,db-conversion-jackson/src/test/java/com/jeromeloisel/db/conversion/jackson/JacksonJsonSerializerTest.java,24,2,2.0,2,1,1,low,True,backup,1,299,17341214565557969293,,"Backup sampled class (Rank 1, CC 2)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/49126308,[],[],recipe_49126308,logs/build/49126308_20260712_230641_attempt_1.log,
49126308,https://github.com/jloisel/elastic-crud,840debc39f5795aaa2b2ff96d02f8e6505e61ac5,JacksonJsonDeserializer,db-conversion-jackson/src/main/java/com/jeromeloisel/db/conversion/jackson/JacksonJsonDeserializer.java,JacksonJsonDeserializerTest,db-conversion-jackson/src/test/java/com/jeromeloisel/db/conversion/jackson/JacksonJsonDeserializerTest.java,26,2,2.0,2,1,1,low,True,backup,2,299,17341214565557969293,,"Backup sampled class (Rank 2, CC 2)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/49126308,[],[],recipe_49126308,logs/build/49126308_20260712_230641_attempt_1.log,
5093728,https://github.com/ankaubisch/fitchy,4288158b83139949205455b1d5e0fa91f7ac3c6a,PropertyFeatureReader,core/src/main/java/com/googlecode/fitchy/internal/PropertyFeatureReader.java,PropertyFeatureReaderTest,core/src/test/java/com/googlecode/fitchy/internal/PropertyFeatureReaderTest.java,38,5,4.0,8,2,2,medium,True,backup,1,333,9279014714041885198,,"Backup sampled class (Rank 1, CC 5)",unknown_but_builds_with_jdk8,unknown,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/5093728,[],[],recipe_5093728,logs/build/5093728_20260712_230641_attempt_1.log,
5093728,https://github.com/ankaubisch/fitchy,4288158b83139949205455b1d5e0fa91f7ac3c6a,CglibObserver,core/src/main/java/com/googlecode/fitchy/internal/CglibObserver.java,CglibObserverTest,core/src/test/java/com/googlecode/fitchy/internal/CglibObserverTest.java,80,3,1.83,11,6,3,low,True,backup,2,333,9279014714041885198,,"Backup sampled class (Rank 2, CC 3)",unknown_but_builds_with_jdk8,unknown,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/5093728,[],[],recipe_5093728,logs/build/5093728_20260712_230641_attempt_1.log,
74458764,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,JedisPoolFacade,session-replacement/src/main/java/com/amadeus/session/repository/redis/JedisPoolFacade.java,TestJedisPoolFacade,session-replacement/src/test/java/com/amadeus/session/repository/redis/TestJedisPoolFacade.java,165,2,1.06,36,34,32,low,True,backup,1,349,9189857808938461315,,"Backup sampled class (Rank 1, CC 2)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,[],[],recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,
74458764,https://github.com/AmadeusITGroup/HttpSessionReplacer,16e9d930f4743ea27d83322f0a9dfb6e0eb41b2a,HttpRequestWrapper,session-replacement/src/main/java/com/amadeus/session/servlet/HttpRequestWrapper.java,TestHttpRequestWrapper,session-replacement/src/test/java/com/amadeus/session/servlet/TestHttpRequestWrapper.java,211,4,1.97,61,31,23,low,True,backup,2,349,9189857808938461315,,"Backup sampled class (Rank 2, CC 4)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/74458764,[],[],recipe_74458764,logs/build/74458764_20260712_230641_attempt_1.log,
7283919,https://github.com/dbfit/dbfit,d86459c0d17f1046385c6d8a3edd00a784299f47,PropertiesLoader,dbfit-java/core/src/main/java/dbfit/util/PropertiesLoader.java,PropertiesLoaderTest,dbfit-java/core/src/test/java/dbfit/util/PropertiesLoaderTest.java,96,4,2.33,21,9,7,low,True,backup,1,365,13063927609838923429,,"Backup sampled class (Rank 1, CC 4)",unknown_but_builds_with_jdk8,unknown,gradle,gradlew.bat dependencies,gradlew.bat testClasses -x test,gradlew.bat testClasses -x test,repos/successful/7283919,[],[],recipe_7283919,logs/build/7283919_20260712_230641_attempt_1.log,
7283919,https://github.com/dbfit/dbfit,d86459c0d17f1046385c6d8a3edd00a784299f47,OracleTimestampNormaliser,dbfit-java/oracle/src/main/java/dbfit/environment/OracleTimestampNormaliser.java,OracleTimestampNormaliserTest,dbfit-java/oracle/src/test/java/dbfit/environment/OracleTimestampNormaliserTest.java,17,3,3.0,3,1,1,low,True,backup,2,365,13063927609838923429,,"Backup sampled class (Rank 2, CC 3)",unknown_but_builds_with_jdk8,unknown,gradle,gradlew.bat dependencies,gradlew.bat testClasses -x test,gradlew.bat testClasses -x test,repos/successful/7283919,[],[],recipe_7283919,logs/build/7283919_20260712_230641_attempt_1.log,
54620819,https://github.com/raydac/mvn-golang,7f86a51cac312a8f7e3f4e4ce424151b0a67c9a5,GolangBuildMojo,mvn-golang-wrapper/src/main/java/com/igormaznitsa/mvngolang/GolangBuildMojo.java,GolangBuildMojoTest,mvn-golang-wrapper/src/test/java/com/igormaznitsa/mvngolang/GolangBuildMojoTest.java,184,10,2.05,41,20,16,high,True,backup,1,382,1339929510305395115,,"Backup sampled class (Rank 1, CC 10)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/54620819,[],[],recipe_54620819,logs/build/54620819_20260712_230641_attempt_1.log,
54231507,https://github.com/barancev/decorated-webdriver,5ccb07c06ba9322c50ab04b8f0b67574b8262caa,ImplicitlyWaitingWebDriver,implicit-wait/src/main/java/ru/stqa/selenium/wait/ImplicitlyWaitingWebDriver.java,ImplicitlyWaitingWebDriverTest,implicit-wait/src/test/java/ru/stqa/selenium/wait/ImplicitlyWaitingWebDriverTest.java,209,3,2.21,53,24,19,low,True,backup,1,384,10026925126827967749,,"Backup sampled class (Rank 1, CC 3)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/54231507,[],[],recipe_54231507,logs/build/54231507_20260712_230641_attempt_1.log,
37728390,https://github.com/eclab/mason,08c95296de1b4fa73635e0c301ca9a272af8749e,GeomVectorField,contrib/geomason/src/main/java/sim/field/geo/GeomVectorField.java,GeomVectorFieldTest,contrib/geomason/src/test/java/sim/field/geo/GeomVectorFieldTest.java,343,5,2.34,68,29,29,medium,True,backup,1,423,16397428341528778903,,"Backup sampled class (Rank 1, CC 5)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/37728390,[],[],recipe_37728390,logs/build/37728390_20260712_230641_attempt_1.log,
39770930,https://github.com/seleniumkit/gridrouter,13aec297eac977effa987dc5940283614956ced5,IECapabilityProcessor,proxy/src/main/java/ru/qatools/gridrouter/caps/IECapabilityProcessor.java,IECapabilityProcessorTest,proxy/src/test/java/ru/qatools/gridrouter/caps/IECapabilityProcessorTest.java,23,2,1.5,3,2,2,low,True,backup,1,448,4128883807613516637,,"Backup sampled class (Rank 1, CC 2)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/39770930,[],[],recipe_39770930,logs/build/39770930_20260712_230641_attempt_1.log,
39770930,https://github.com/seleniumkit/gridrouter,13aec297eac977effa987dc5940283614956ced5,AppiumCapabilityProcessor,proxy/src/main/java/ru/qatools/gridrouter/caps/AppiumCapabilityProcessor.java,AppiumCapabilityProcessorTest,proxy/src/test/java/ru/qatools/gridrouter/caps/AppiumCapabilityProcessorTest.java,24,2,1.67,5,3,2,low,True,backup,2,448,4128883807613516637,,"Backup sampled class (Rank 2, CC 2)",8,pom.xml,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/39770930,[],[],recipe_39770930,logs/build/39770930_20260712_230641_attempt_1.log,
79246257,https://github.com/salesforce/pyplyn,e70aab598245766642328bb4923f756603e8f39e,CollectionUtils,plugin-api/src/main/java/com/salesforce/pyplyn/util/CollectionUtils.java,CollectionUtilsTest,plugin-api/src/test/java/com/salesforce/pyplyn/util/CollectionUtilsTest.java,50,2,1.07,16,15,14,low,True,backup,1,470,13915961221418630988,,"Backup sampled class (Rank 1, CC 2)",unknown_but_builds_with_jdk8,unknown,maven,mvn dependency:go-offline -DskipTests,mvn test-compile -DskipTests,mvn test-compile -DskipTests,repos/successful/79246257,[],[],recipe_79246257,logs/build/79246257_20260712_230641_attempt_1.log,
