repo_id,repo_url,commit_sha,class_key,focal_class,focal_path,mapping_count,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,build_tool,build_root,module_dir,module_selector,scope_key,declared_java_version,effective_java_runtime,selected_type,selection_rank_in_repo,selection_hash,selection_seed,selection_algorithm,complexity_half,replacement_of,replacement_reason,repository_storage_path,promotion_status,complexity_rank,original_manifest_index,split_name,split_source_manifest,split_created_utc,split_algorithm
3847504,https://github.com/digitalroastery/weblounge,653c25ff728c18c31bdf12b21d45106dacc080dc,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/scriptimpl.java,ScriptImpl,modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/ScriptImpl.java,6,188,1251,26,21,7,48,1.8461538461538463,maven,.,modules/weblounge-common,modules/weblounge-common,maven:modules/weblounge-common,7,8,main,4,0aca0234efe64cd5d5fcd3c8ba9aa4b59df8d994a3bbda0c823b26dcd455cf53,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/3847504,promoted_before_storage_audit,234,233,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
3847504,https://github.com/digitalroastery/weblounge,653c25ff728c18c31bdf12b21d45106dacc080dc,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/pageleturiimpl.java,PageletURIImpl,modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/PageletURIImpl.java,6,70,473,12,11,8,27,2.25,maven,.,modules/weblounge-common,modules/weblounge-common,maven:modules/weblounge-common,7,8,main,10,24597d4d8b271a7c12b2cee52d7cbac231a822536adbcae0d1f8634c00e57249,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/3847504,promoted_before_storage_audit,238,237,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
3847504,https://github.com/digitalroastery/weblounge,653c25ff728c18c31bdf12b21d45106dacc080dc,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/scheduler/periodicjobtrigger.java,PeriodicJobTrigger,modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/scheduler/PeriodicJobTrigger.java,5,104,706,19,11,9,35,1.8421052631578947,maven,.,modules/weblounge-common,modules/weblounge-common,maven:modules/weblounge-common,7,8,main,9,244d08b6294e380ae09eb4310a84859a5d7a6a21ad0ac955de753d0d643880ef,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/3847504,promoted_before_storage_audit,256,255,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
3847504,https://github.com/digitalroastery/weblounge,653c25ff728c18c31bdf12b21d45106dacc080dc,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/security/siteadminimpl.java,SiteAdminImpl,modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/security/SiteAdminImpl.java,2,157,1267,11,10,12,36,3.272727272727273,maven,.,modules/weblounge-common,modules/weblounge-common,maven:modules/weblounge-common,7,8,main,3,0896f19fa1289912e69f6d46f4f3ed6103a4007bb55cbd44ec1eaa8c7c494b91,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/3847504,promoted_before_storage_audit,270,269,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
3847504,https://github.com/digitalroastery/weblounge,653c25ff728c18c31bdf12b21d45106dacc080dc,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/pageletrendererimpl.java,PageletRendererImpl,modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/PageletRendererImpl.java,3,313,2459,23,19,22,81,3.5217391304347827,maven,.,modules/weblounge-common,modules/weblounge-common,maven:modules/weblounge-common,7,8,main,6,154b2fd487c0a33a9f943baaf1a9480e333cc32a81ef49dbb4fcbbcf6a86510a,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/3847504,promoted_before_storage_audit,296,295,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
3847504,https://github.com/digitalroastery/weblounge,653c25ff728c18c31bdf12b21d45106dacc080dc,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/url/weburlimpl.java,WebUrlImpl,modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/url/WebUrlImpl.java,7,278,2123,23,15,23,89,3.869565217391304,maven,.,modules/weblounge-common,modules/weblounge-common,maven:modules/weblounge-common,7,8,main,8,20f4c62033e8c65e4c22d4cae1ea7b64f387690397f879758abd93f238f9df6f,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/3847504,promoted_before_storage_audit,297,296,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
39195736,https://github.com/racodond/sonar-jproperties-plugin,7a6e8c332e5db8d2a89212fe8defe8b8fdb6c3f6,39195736:sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/javapropertiesplugin.java,JavaPropertiesPlugin,sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/JavaPropertiesPlugin.java,2,13,61,1,1,1,1,1.0,maven,.,sonar-jproperties-plugin,sonar-jproperties-plugin,maven:sonar-jproperties-plugin,8,8,main,4,753aa6920f5d1069d143e0b55f3ecec4516e6be0046f1c88e5eda64bb14f8f94,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/39195736,promoted_before_storage_audit,6,5,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
39195736,https://github.com/racodond/sonar-jproperties-plugin,7a6e8c332e5db8d2a89212fe8defe8b8fdb6c3f6,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/toomanykeyscheck.java,TooManyKeysCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/TooManyKeysCheck.java,2,53,379,3,2,2,4,1.3333333333333333,maven,.,jproperties-checks,jproperties-checks,maven:jproperties-checks,8,8,main,10,b5a645769996b2469ae4630810259a7667d573cc0c8434d750c5db4b984c06f5,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/39195736,promoted_before_storage_audit,52,51,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
39195736,https://github.com/racodond/sonar-jproperties-plugin,7a6e8c332e5db8d2a89212fe8defe8b8fdb6c3f6,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/keynamingconventioncheck.java,KeyNamingConventionCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/KeyNamingConventionCheck.java,2,52,344,4,2,2,6,1.5,maven,.,jproperties-checks,jproperties-checks,maven:jproperties-checks,8,8,main,3,4647f7181e1aa209ccc382019ab62bee5329022ecb2540bb424962e2fb985fee,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/39195736,promoted_before_storage_audit,60,59,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
39195736,https://github.com/racodond/sonar-jproperties-plugin,7a6e8c332e5db8d2a89212fe8defe8b8fdb6c3f6,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/linelengthcheck.java,LineLengthCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/LineLengthCheck.java,1,70,485,6,3,4,9,1.5,maven,.,jproperties-checks,jproperties-checks,maven:jproperties-checks,8,8,main,5,7b8a93f780ffedc93238bfc0fa02bb0881076790b4c03a86c399aaa673e7781a,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/39195736,promoted_before_storage_audit,132,131,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
39195736,https://github.com/racodond/sonar-jproperties-plugin,7a6e8c332e5db8d2a89212fe8defe8b8fdb6c3f6,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/commentconventioncheck.java,CommentConventionCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/CommentConventionCheck.java,5,61,441,5,3,4,10,2.0,maven,.,jproperties-checks,jproperties-checks,maven:jproperties-checks,8,8,main,9,af8b5207606ee51c0ce1f959987e47f891f578430429a8b1955752fbc7b649a7,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/39195736,promoted_before_storage_audit,137,136,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
39195736,https://github.com/racodond/sonar-jproperties-plugin,7a6e8c332e5db8d2a89212fe8defe8b8fdb6c3f6,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/duplicatedvaluescheck.java,DuplicatedValuesCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/DuplicatedValuesCheck.java,3,101,771,9,3,4,17,1.8888888888888888,maven,.,jproperties-checks,jproperties-checks,maven:jproperties-checks,8,8,main,7,8e9bb2de384b012e5f96cde3ea1246f7be91f82115a7c98fc197b6d31c1f6ba0,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/39195736,promoted_before_storage_audit,150,149,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
39195736,https://github.com/racodond/sonar-jproperties-plugin,7a6e8c332e5db8d2a89212fe8defe8b8fdb6c3f6,39195736:sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/javapropertiessquidsensor.java,JavaPropertiesSquidSensor,sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/JavaPropertiesSquidSensor.java,5,169,1406,12,2,4,25,2.0833333333333335,maven,.,sonar-jproperties-plugin,sonar-jproperties-plugin,maven:sonar-jproperties-plugin,8,8,main,6,7de147ebf28fcf2819935cd281a0f0871afd538295505e87898f8a8160e38ef4,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/39195736,promoted_before_storage_audit,160,159,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
39195736,https://github.com/racodond/sonar-jproperties-plugin,7a6e8c332e5db8d2a89212fe8defe8b8fdb6c3f6,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/hardcodedcredentialscheck.java,HardCodedCredentialsCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/HardCodedCredentialsCheck.java,2,64,508,4,2,10,14,3.5,maven,.,jproperties-checks,jproperties-checks,maven:jproperties-checks,8,8,main,8,9ad02a0705210b493592caf29580af5f484ed0f28b713012cb872199703043c0,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/39195736,promoted_before_storage_audit,261,260,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
41547678,https://github.com/ftomassetti/turin-programming-language,ae4aa23f92727a28479c99c3fd79b6c6d73fdd20,41547678:turin-compiler/src/main/java/me/tomassetti/turin/typesystem/voidtypeusage.java,VoidTypeUsage,turin-compiler/src/main/java/me/tomassetti/turin/typesystem/VoidTypeUsage.java,1,46,199,10,10,1,10,1.0,maven,.,turin-compiler,turin-compiler,maven:turin-compiler,8,8,main,4,4bf7631789ea5314efe8a8ecade5697cf72313def0ed8de3b83ca39652b6b425,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/41547678,promoted_before_storage_audit,37,36,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
41547678,https://github.com/ftomassetti/turin-programming-language,ae4aa23f92727a28479c99c3fd79b6c6d73fdd20,41547678:turin-standard-library/src/main/java/turin/relations/onetomanyrelation.java,OneToManyRelation,turin-standard-library/src/main/java/turin/relations/OneToManyRelation.java,3,57,414,9,9,4,13,1.4444444444444444,maven,.,turin-standard-library,turin-standard-library,maven:turin-standard-library,8,8,main,9,9fae7320145dd1c16dd1e19383915fa26d7525a980984f3b4536649fc2000b10,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/41547678,promoted_before_storage_audit,144,143,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
41547678,https://github.com/ftomassetti/turin-programming-language,ae4aa23f92727a28479c99c3fd79b6c6d73fdd20,41547678:turin-compiler/src/main/java/me/tomassetti/turin/typesystem/arraytypeusage.java,ArrayTypeUsage,turin-compiler/src/main/java/me/tomassetti/turin/typesystem/ArrayTypeUsage.java,11,89,508,16,15,5,24,1.5,maven,.,turin-compiler,turin-compiler,maven:turin-compiler,8,8,main,7,8eaa3fdf2460c03a320df0fbd8ba5f4f343789848292e861dc383460690995cd,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/41547678,promoted_before_storage_audit,188,187,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
41547678,https://github.com/ftomassetti/turin-programming-language,ae4aa23f92727a28479c99c3fd79b6c6d73fdd20,41547678:turin-compiler/src/main/java/me/tomassetti/turin/typesystem/invokablereferencetypeusage.java,InvokableReferenceTypeUsage,turin-compiler/src/main/java/me/tomassetti/turin/typesystem/InvokableReferenceTypeUsage.java,11,128,829,16,15,6,27,1.6875,maven,.,turin-compiler,turin-compiler,maven:turin-compiler,8,8,main,8,9e2609200f370cb5a1f0e26219642bd3b804c4c9c54fd6af22d4c02eb7b33895,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/41547678,promoted_before_storage_audit,205,204,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
41547678,https://github.com/ftomassetti/turin-programming-language,ae4aa23f92727a28479c99c3fd79b6c6d73fdd20,41547678:turin-compiler/src/main/java/me/tomassetti/turin/typesystem/primitivetypeusage.java,PrimitiveTypeUsage,turin-compiler/src/main/java/me/tomassetti/turin/typesystem/PrimitiveTypeUsage.java,10,201,1276,32,28,6,56,1.75,maven,.,turin-compiler,turin-compiler,maven:turin-compiler,8,8,main,6,6e0b7ae6e112e076fab3938ee1b181660ece642be59111f2f6f2a1c74d082fb3,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/41547678,promoted_before_storage_audit,213,212,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
41547678,https://github.com/ftomassetti/turin-programming-language,ae4aa23f92727a28479c99c3fd79b6c6d73fdd20,41547678:turin-compiler/src/main/java/me/tomassetti/turin/compiler/paramutils.java,ParamUtils,turin-compiler/src/main/java/me/tomassetti/turin/compiler/ParamUtils.java,14,82,794,7,6,7,19,2.7142857142857144,maven,.,turin-compiler,turin-compiler,maven:turin-compiler,8,8,main,2,0442ed2cbb3ef952d74b9a6867082a1a40c4bae34f38a83957546ad38c146b16,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/41547678,promoted_before_storage_audit,221,220,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
41547678,https://github.com/ftomassetti/turin-programming-language,ae4aa23f92727a28479c99c3fd79b6c6d73fdd20,41547678:turin-compiler/src/main/java/me/tomassetti/turin/parser/ast/qualifiedname.java,QualifiedName,turin-compiler/src/main/java/me/tomassetti/turin/parser/ast/QualifiedName.java,1,96,602,14,12,7,30,2.142857142857143,maven,.,turin-compiler,turin-compiler,maven:turin-compiler,8,8,main,5,4c9fe5113d5c3fcf226ab52da583dbf2c8e374238bc9dfd2b8c9e114745f8fd6,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/41547678,promoted_before_storage_audit,228,227,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
41547678,https://github.com/ftomassetti/turin-programming-language,ae4aa23f92727a28479c99c3fd79b6c6d73fdd20,41547678:turin-compiler/src/main/java/me/tomassetti/turin/parser/ast/turintypedefinition.java,TurinTypeDefinition,turin-compiler/src/main/java/me/tomassetti/turin/parser/ast/TurinTypeDefinition.java,4,438,3727,54,44,9,109,2.0185185185185186,maven,.,turin-compiler,turin-compiler,maven:turin-compiler,8,8,main,10,a7b0651f31b5e6046e2afb8173823b94e39ef95a00a7de0536c32f8c8249bb57,42,sha256_repo_balanced_v3_1,higher_complexity_half,,,repos/successful/41547678,promoted_before_storage_audit,260,259,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
41627638,https://github.com/cuipengfei/Spikes,3b98b697479020d277bcf69f5651102982d7ba12,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/singlenumber/solution.java,Solution,leetcode/battleships-in-a-board/src/main/java/com/github/SingleNumber/Solution.java,1,16,152,1,1,1,1,1.0,gradle,leetcode/battleships-in-a-board,leetcode/battleships-in-a-board,.,gradle:leetcode/battleships-in-a-board,8,8,main,9,5abdd8f15d0d979bb79f1bd833b60d8caddca523408c87add5e59aa82876d5a3,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/41627638,promoted_before_storage_audit,4,3,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
41627638,https://github.com/cuipengfei/Spikes,3b98b697479020d277bcf69f5651102982d7ba12,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/invertbinarytree/solution.java,Solution,leetcode/battleships-in-a-board/src/main/java/com/github/InvertBinaryTree/Solution.java,1,12,68,1,1,2,2,2.0,gradle,leetcode/battleships-in-a-board,leetcode/battleships-in-a-board,.,gradle:leetcode/battleships-in-a-board,8,8,main,3,1c1be5430f367703bbedb549fbf15e2cf99a085d0e3677b0466bc640dda7a030,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/41627638,promoted_before_storage_audit,40,39,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
41627638,https://github.com/cuipengfei/Spikes,3b98b697479020d277bcf69f5651102982d7ba12,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/maximumdepthofbinarytree/solution.java,Solution,leetcode/battleships-in-a-board/src/main/java/com/github/MaximumDepthofBinaryTree/Solution.java,3,20,91,2,1,2,3,1.5,gradle,leetcode/battleships-in-a-board,leetcode/battleships-in-a-board,.,gradle:leetcode/battleships-in-a-board,8,8,main,2,177c15ca3238745c3e851046f909c34bd394dfd7c910f314062b12e2a72c458b,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/41627638,promoted_before_storage_audit,45,44,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
41627638,https://github.com/cuipengfei/Spikes,3b98b697479020d277bcf69f5651102982d7ba12,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/battleship/parser.java,Parser,leetcode/battleships-in-a-board/src/main/java/com/github/battleship/Parser.java,5,35,312,5,1,4,10,2.0,gradle,leetcode/battleships-in-a-board,leetcode/battleships-in-a-board,.,gradle:leetcode/battleships-in-a-board,8,8,main,6,2f34e6830a114b1825d357a300d7209e4ac1d3b53629ed27021887e8eeb5c832,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/41627638,promoted_before_storage_audit,135,134,remaining240,class_sampling_manifest_final_seed42.csv,2026-07-23T11:07:03+00:00,per_repo_2class_pilot_complexity_half_then_selection_rank_seed42
