repo_id,repo_url,commit_sha,class_key,focal_class,focal_path,mapping_count,source_json_files,exact_path_exists,metric_status,metric_error,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,is_interface,is_enum,is_generated,is_test_source,eligible_for_sampling,exclusion_reason,build_tool,build_root,module_dir,module_selector,scope_key,declared_java_version,java_version_source,effective_java_runtime,build_scope_pass,build_recipe,repository_storage_path,promotion_status
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:commons/commons-hadoop/src/main/java/com/thinkbiganalytics/kylo/hadoop/filesystemutil.java,FileSystemUtil,commons/commons-hadoop/src/main/java/com/thinkbiganalytics/kylo/hadoop/FileSystemUtil.java,5,81384608_49.json;81384608_50.json;81384608_51.json;81384608_52.json;81384608_53.json,true,success,,79,640,4,3,6,15,3.75,false,false,false,false,true,,maven,.,commons/commons-hadoop,commons/commons-hadoop,maven:commons/commons-hadoop,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:commons/commons-hadoop/src/main/java/com/thinkbiganalytics/kylo/protocol/hadoop/handler.java,Handler,commons/commons-hadoop/src/main/java/com/thinkbiganalytics/kylo/protocol/hadoop/Handler.java,2,81384608_46.json;81384608_47.json,true,success,,42,336,3,2,6,10,3.3333333333333335,false,false,false,false,true,,maven,.,commons/commons-hadoop,commons/commons-hadoop,maven:commons/commons-hadoop,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:commons/commons-hadoop/src/main/java/com/thinkbiganalytics/kylo/util/isolatedserviceloader.java,IsolatedServiceLoader,commons/commons-hadoop/src/main/java/com/thinkbiganalytics/kylo/util/IsolatedServiceLoader.java,1,81384608_48.json,true,success,,86,557,7,5,4,12,1.7142857142857142,false,false,false,false,true,,maven,.,commons/commons-hadoop,commons/commons-hadoop,maven:commons/commons-hadoop,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:commons/commons-hive/src/main/java/com/thinkbiganalytics/hive/util/hiveutils.java,HiveUtils,commons/commons-hive/src/main/java/com/thinkbiganalytics/hive/util/HiveUtils.java,1,81384608_79.json,true,success,,43,286,5,4,2,8,1.6,false,false,false,false,true,,maven,.,commons/commons-hive,commons/commons-hive,maven:commons/commons-hive,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:commons/commons-jdbc/src/main/java/com/thinkbiganalytics/jdbc/util/databaseutils.java,DatabaseUtils,commons/commons-jdbc/src/main/java/com/thinkbiganalytics/jdbc/util/DatabaseUtils.java,3,81384608_76.json;81384608_77.json;81384608_78.json,true,success,,26,163,1,1,4,4,4.0,false,false,false,false,true,,maven,.,commons/commons-jdbc,commons/commons-jdbc,maven:commons/commons-jdbc,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:commons/commons-security/src/main/java/com/thinkbiganalytics/security/core/encrypt/encryptionservice.java,EncryptionService,commons/commons-security/src/main/java/com/thinkbiganalytics/security/core/encrypt/EncryptionService.java,4,81384608_69.json;81384608_70.json;81384608_71.json;81384608_72.json,true,success,,34,208,3,3,4,8,2.6666666666666665,false,false,false,false,true,,maven,.,commons/commons-security,commons/commons-security,maven:commons/commons-security,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:commons/commons-spark/commons-spark-shell-plugin-shared/src/main/java/com/thinkbiganalytics/spark/io/zipstreamingoutput.java,ZipStreamingOutput,commons/commons-spark/commons-spark-shell-plugin-shared/src/main/java/com/thinkbiganalytics/spark/io/ZipStreamingOutput.java,1,81384608_73.json,true,success,,48,335,4,1,2,6,1.5,false,false,false,false,true,,maven,.,commons/commons-spark/commons-spark-shell-plugin-shared,commons/commons-spark/commons-spark-shell-plugin-shared,maven:commons/commons-spark/commons-spark-shell-plugin-shared,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:commons/commons-spark/commons-spark-shell-plugin-shared/src/main/java/com/thinkbiganalytics/spark/scala/scalaimportmanager.java,ScalaImportManager,commons/commons-spark/commons-spark-shell-plugin-shared/src/main/java/com/thinkbiganalytics/spark/scala/ScalaImportManager.java,2,81384608_74.json;81384608_75.json,true,success,,39,292,4,3,2,5,1.25,false,false,false,false,true,,maven,.,commons/commons-spark/commons-spark-shell-plugin-shared,commons/commons-spark/commons-spark-shell-plugin-shared,maven:commons/commons-spark/commons-spark-shell-plugin-shared,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:commons/commons-util/src/main/java/com/thinkbiganalytics/exceptions/exceptiontransformer.java,ExceptionTransformer,commons/commons-util/src/main/java/com/thinkbiganalytics/exceptions/ExceptionTransformer.java,4,81384608_57.json;81384608_58.json;81384608_59.json;81384608_60.json,true,success,,107,645,11,8,6,24,2.1818181818181817,false,false,false,false,true,,maven,.,commons/commons-util,commons/commons-util,maven:commons/commons-util,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:commons/commons-util/src/main/java/com/thinkbiganalytics/hashing/insecurehashingmessageutil.java,InsecureHashingMessageUtil,commons/commons-util/src/main/java/com/thinkbiganalytics/hashing/InsecureHashingMessageUtil.java,3,81384608_54.json;81384608_55.json;81384608_56.json,true,success,,40,267,1,1,5,5,5.0,false,false,false,false,true,,maven,.,commons/commons-util,commons/commons-util,maven:commons/commons-util,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:commons/commons-util/src/main/java/com/thinkbiganalytics/logging/loggingutil.java,LoggingUtil,commons/commons-util/src/main/java/com/thinkbiganalytics/logging/LoggingUtil.java,8,81384608_61.json;81384608_62.json;81384608_63.json;81384608_64.json;81384608_65.json;81384608_66.json;81384608_67.json;81384608_68.json,true,success,,77,858,12,11,3,15,1.25,false,false,false,false,true,,maven,.,commons/commons-util,commons/commons-util,maven:commons/commons-util,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:commons/commons-util7/src/main/java/com/thinkbiganalytics/datetimeutil.java,DateTimeUtil,commons/commons-util7/src/main/java/com/thinkbiganalytics/DateTimeUtil.java,1,81384608_80.json,true,success,,141,1025,13,9,8,29,2.230769230769231,false,false,false,false,true,,maven,.,commons/commons-util7,commons/commons-util7,maven:commons/commons-util7,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:core/alerts/alerts-core/src/main/java/com/thinkbiganalytics/alerts/api/core/aggregatingalertprovider.java,AggregatingAlertProvider,core/alerts/alerts-core/src/main/java/com/thinkbiganalytics/alerts/api/core/AggregatingAlertProvider.java,3,81384608_231.json;81384608_232.json;81384608_233.json,true,success,,468,3382,65,39,5,87,1.3384615384615384,false,false,false,false,true,,maven,.,core/alerts/alerts-core,core/alerts/alerts-core,maven:core/alerts/alerts-core,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:core/alerts/alerts-core/src/main/java/com/thinkbiganalytics/alerts/spi/mem/inmemoryalertmanager.java,InMemoryAlertManager,core/alerts/alerts-core/src/main/java/com/thinkbiganalytics/alerts/spi/mem/InMemoryAlertManager.java,6,81384608_234.json;81384608_235.json;81384608_236.json;81384608_237.json;81384608_238.json;81384608_239.json,true,success,,552,3564,84,64,4,101,1.2023809523809523,false,false,false,false,false,nloc_out_of_bounds,maven,.,core/alerts/alerts-core,core/alerts/alerts-core,maven:core/alerts/alerts-core,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:core/operational-metadata/operational-metadata-jpa/src/main/java/com/thinkbiganalytics/metadata/jpa/feed/security/jpafeedopsaccesscontrolprovider.java,JpaFeedOpsAccessControlProvider,core/operational-metadata/operational-metadata-jpa/src/main/java/com/thinkbiganalytics/metadata/jpa/feed/security/JpaFeedOpsAccessControlProvider.java,3,81384608_240.json;81384608_241.json;81384608_242.json,true,success,,128,1042,19,15,2,20,1.0526315789473684,false,false,false,false,true,,maven,.,core/operational-metadata/operational-metadata-jpa,core/operational-metadata/operational-metadata-jpa,maven:core/operational-metadata/operational-metadata-jpa,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:core/schema-discovery/schema-discovery-api/src/main/java/com/thinkbiganalytics/discovery/util/parserhelper.java,ParserHelper,core/schema-discovery/schema-discovery-api/src/main/java/com/thinkbiganalytics/discovery/util/ParserHelper.java,3,81384608_251.json;81384608_252.json;81384608_253.json,true,success,,166,861,12,12,12,49,4.083333333333333,false,false,false,false,true,,maven,.,core/schema-discovery/schema-discovery-api,core/schema-discovery/schema-discovery-api,maven:core/schema-discovery/schema-discovery-api,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:core/schema-discovery/schema-discovery-rdbms/src/main/java/com/thinkbiganalytics/schema/defaultjdbctable.java,DefaultJdbcTable,core/schema-discovery/schema-discovery-rdbms/src/main/java/com/thinkbiganalytics/schema/DefaultJdbcTable.java,2,81384608_249.json;81384608_250.json,true,success,,112,666,16,15,4,21,1.3125,false,false,false,false,true,,maven,.,core/schema-discovery/schema-discovery-rdbms,core/schema-discovery/schema-discovery-rdbms,maven:core/schema-discovery/schema-discovery-rdbms,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:core/schema-discovery/schema-discovery-rdbms/src/main/java/com/thinkbiganalytics/schema/parsers/postgresqlschemaparser.java,PostgreSqlSchemaParser,core/schema-discovery/schema-discovery-rdbms/src/main/java/com/thinkbiganalytics/schema/parsers/PostgreSqlSchemaParser.java,6,81384608_243.json;81384608_244.json;81384608_245.json;81384608_246.json;81384608_247.json;81384608_248.json,true,success,,83,675,4,3,10,15,3.75,false,false,false,false,true,,maven,.,core/schema-discovery/schema-discovery-rdbms,core/schema-discovery/schema-discovery-rdbms,maven:core/schema-discovery/schema-discovery-rdbms,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:core/sla/sla-core/src/main/java/com/thinkbiganalytics/metadata/sla/spi/core/inmemoryslaprovider.java,InMemorySLAProvider,core/sla/sla-core/src/main/java/com/thinkbiganalytics/metadata/sla/spi/core/InMemorySLAProvider.java,3,81384608_255.json;81384608_256.json;81384608_257.json,true,success,,432,2564,67,46,4,86,1.2835820895522387,false,false,false,false,true,,maven,.,core/sla/sla-core,core/sla/sla-core,maven:core/sla/sla-core,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:core/sla/sla-core/src/main/java/com/thinkbiganalytics/metadata/sla/spi/core/simpleservicelevelassessor.java,SimpleServiceLevelAssessor,core/sla/sla-core/src/main/java/com/thinkbiganalytics/metadata/sla/spi/core/SimpleServiceLevelAssessor.java,1,81384608_254.json,true,success,,277,1808,28,18,7,46,1.6428571428571428,false,false,false,false,true,,maven,.,core/sla/sla-core,core/sla/sla-core,maven:core/sla/sla-core,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/src/main/java/com/thinkbiganalytics/ingest/gettabledatasupport.java,GetTableDataSupport,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/src/main/java/com/thinkbiganalytics/ingest/GetTableDataSupport.java,3,81384608_352.json;81384608_353.json;81384608_354.json,true,success,,114,980,10,5,6,19,1.9,false,false,false,false,true,,maven,.,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,maven:integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/src/main/java/com/thinkbiganalytics/ingest/stripheadersupport.java,StripHeaderSupport,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/src/main/java/com/thinkbiganalytics/ingest/StripHeaderSupport.java,1,81384608_370.json,true,success,,52,263,2,1,5,9,4.5,false,false,false,false,true,,maven,.,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,maven:integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/src/main/java/com/thinkbiganalytics/ingest/tablemergesyncsupport.java,TableMergeSyncSupport,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/src/main/java/com/thinkbiganalytics/ingest/TableMergeSyncSupport.java,9,81384608_361.json;81384608_362.json;81384608_363.json;81384608_364.json;81384608_365.json;81384608_366.json;81384608_367.json;81384608_368.json;81384608_369.json,true,success,,466,4962,35,10,6,64,1.8285714285714285,false,false,false,false,true,,maven,.,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,maven:integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/src/main/java/com/thinkbiganalytics/ingest/tableregistersupport.java,TableRegisterSupport,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/src/main/java/com/thinkbiganalytics/ingest/TableRegisterSupport.java,6,81384608_355.json;81384608_356.json;81384608_357.json;81384608_358.json;81384608_359.json;81384608_360.json,true,success,,216,1776,18,9,7,45,2.5,false,false,false,false,true,,maven,.,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,maven:integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/src/main/java/com/thinkbiganalytics/nifi/v2/metadata/triggercleanup.java,TriggerCleanup,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/src/main/java/com/thinkbiganalytics/nifi/v2/metadata/TriggerCleanup.java,4,81384608_348.json;81384608_349.json;81384608_350.json;81384608_351.json,true,success,,149,1277,8,5,8,15,1.875,false,false,false,false,true,,maven,.,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,maven:integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/src/main/java/com/thinkbiganalytics/util/columnspec.java,ColumnSpec,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/src/main/java/com/thinkbiganalytics/util/ColumnSpec.java,4,81384608_339.json;81384608_340.json;81384608_341.json;81384608_342.json,true,success,,168,1138,24,19,12,39,1.625,false,false,false,false,true,,maven,.,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,maven:integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,,,,false,,repos/successful/81384608,promoted_before_storage_audit
81384608,https://github.com/Teradata/kylo,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,81384608:integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/src/main/java/com/thinkbiganalytics/util/jdbccommon.java,JdbcCommon,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/src/main/java/com/thinkbiganalytics/util/JdbcCommon.java,5,81384608_343.json;81384608_344.json;81384608_345.json;81384608_346.json;81384608_347.json,true,success,,421,3511,8,5,32,111,13.875,false,false,false,false,true,,maven,.,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,maven:integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors,,,,false,,repos/successful/81384608,promoted_before_storage_audit
