sample_index,class_key,project,repo_id,focal_class,focal_path,module,scope_key,build_tool,java_version,complexity_half,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,selection_rank_in_repo,original_manifest_index,split_name,arm,generator,prompt,compilation,fail_stage,branch_coverage,line_coverage,method_coverage,mutation_coverage,strict_branch_coverage,strict_line_coverage,strict_method_coverage,strict_mutation_coverage
5,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/separatorconventioncheck.java,39195736,39195736,SeparatorConventionCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/SeparatorConventionCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,higher_complexity_half,74,554,5,3,9,15,3.0,2,249,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
5,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/separatorconventioncheck.java,39195736,39195736,SeparatorConventionCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/SeparatorConventionCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,higher_complexity_half,74,554,5,3,9,15,3.0,2,249,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
6,41547678:turin-standard-library/src/main/java/turin/context/context.java,41547678,41547678,Context,turin-standard-library/src/main/java/turin/context/Context.java,turin-standard-library,maven:turin-standard-library,Maven,1.8,lower_complexity_half,32,212,5,4,2,6,1.2,3,58,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,1,ok,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
6,41547678:turin-standard-library/src/main/java/turin/context/context.java,41547678,41547678,Context,turin-standard-library/src/main/java/turin/context/Context.java,turin-standard-library,maven:turin-standard-library,Maven,1.8,lower_complexity_half,32,212,5,4,2,6,1.2,3,58,pilot60,evosuite,evosuite,-,1,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,41547678:turin-compiler/src/main/java/me/tomassetti/turin/resolvers/srcsymbolresolver.java,41547678,41547678,SrcSymbolResolver,turin-compiler/src/main/java/me/tomassetti/turin/resolvers/SrcSymbolResolver.java,turin-compiler,maven:turin-compiler,Maven,1.8,higher_complexity_half,116,938,10,9,7,24,2.4,1,222,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
7,41547678:turin-compiler/src/main/java/me/tomassetti/turin/resolvers/srcsymbolresolver.java,41547678,41547678,SrcSymbolResolver,turin-compiler/src/main/java/me/tomassetti/turin/resolvers/SrcSymbolResolver.java,turin-compiler,maven:turin-compiler,Maven,1.8,higher_complexity_half,116,938,10,9,7,24,2.4,1,222,pilot60,evosuite,evosuite,-,1,ok,60.71,58.62,90.0,36.84,60.71,58.62,90.0,36.84
8,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/battleship/solution.java,41627638,41627638,Solution,leetcode/battleships-in-a-board/src/main/java/com/github/battleship/Solution.java,leetcode/battleships-in-a-board,gradle:leetcode/battleships-in-a-board,Gradle,1.8,lower_complexity_half,30,179,3,1,4,9,3.0,1,128,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
8,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/battleship/solution.java,41627638,41627638,Solution,leetcode/battleships-in-a-board/src/main/java/com/github/battleship/Solution.java,leetcode/battleships-in-a-board,gradle:leetcode/battleships-in-a-board,Gradle,1.8,lower_complexity_half,30,179,3,1,4,9,3.0,1,128,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
9,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/maxpointonline/plainloop/solution.java,41627638,41627638,Solution,leetcode/battleships-in-a-board/src/main/java/com/github/maxpointonline/plainloop/Solution.java,leetcode/battleships-in-a-board,gradle:leetcode/battleships-in-a-board,Gradle,1.8,higher_complexity_half,73,433,6,1,6,16,2.6666666666666665,4,196,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
9,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/maxpointonline/plainloop/solution.java,41627638,41627638,Solution,leetcode/battleships-in-a-board/src/main/java/com/github/maxpointonline/plainloop/Solution.java,leetcode/battleships-in-a-board,gradle:leetcode/battleships-in-a-board,Gradle,1.8,higher_complexity_half,73,433,6,1,6,16,2.6666666666666665,4,196,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
10,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/care/caremessages.java,43105609,43105609,CareMessages,weixin-mp/src/main/java/com/riversoft/weixin/mp/care/CareMessages.java,weixin-mp,maven:weixin-mp,Maven,1.8,lower_complexity_half,126,1167,23,21,3,25,1.0869565217391304,1,117,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
10,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/care/caremessages.java,43105609,43105609,CareMessages,weixin-mp/src/main/java/com/riversoft/weixin/mp/care/CareMessages.java,weixin-mp,maven:weixin-mp,Maven,1.8,lower_complexity_half,126,1167,23,21,3,25,1.0869565217391304,1,117,pilot60,evosuite,evosuite,-,1,ok,100.0,52.86,59.09,6.67,100.0,52.86,59.09,6.67
11,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/media/materials.java,43105609,43105609,Materials,weixin-mp/src/main/java/com/riversoft/weixin/mp/media/Materials.java,weixin-mp,maven:weixin-mp,Maven,1.8,higher_complexity_half,243,1985,36,33,4,46,1.2777777777777777,3,163,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
11,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/media/materials.java,43105609,43105609,Materials,weixin-mp/src/main/java/com/riversoft/weixin/mp/media/Materials.java,weixin-mp,maven:weixin-mp,Maven,1.8,higher_complexity_half,243,1985,36,33,4,46,1.2777777777777777,3,163,pilot60,evosuite,evosuite,-,1,ok,30.0,27.62,45.83,10.81,30.0,27.62,45.83,10.81
12,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/argumentsfile.java,44308560,44308560,ArgumentsFile,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/ArgumentsFile.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,1.8,lower_complexity_half,85,729,9,1,4,17,1.8888888888888888,1,147,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
12,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/argumentsfile.java,44308560,44308560,ArgumentsFile,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/ArgumentsFile.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,1.8,lower_complexity_half,85,729,9,1,4,17,1.8888888888888888,1,147,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
13,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/debug/stackframevariables.java,44308560,44308560,StackFrameVariables,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/debug/StackFrameVariables.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,1.8,higher_complexity_half,132,1278,12,8,8,29,2.4166666666666665,3,238,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
13,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/debug/stackframevariables.java,44308560,44308560,StackFrameVariables,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/debug/StackFrameVariables.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,1.8,higher_complexity_half,132,1278,12,8,8,29,2.4166666666666665,3,238,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
14,45997449:webrex/src/main/java/com/ebayopensource/webrex/resource/resourcewrapper.java,45997449,45997449,ResourceWrapper,WebRex/src/main/java/com/ebayopensource/webrex/resource/ResourceWrapper.java,WebRex,maven:WebRex,Maven,1.7,lower_complexity_half,76,408,16,15,1,16,1.0,8,37,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
14,45997449:webrex/src/main/java/com/ebayopensource/webrex/resource/resourcewrapper.java,45997449,45997449,ResourceWrapper,WebRex/src/main/java/com/ebayopensource/webrex/resource/ResourceWrapper.java,WebRex,maven:WebRex,Maven,1.7,lower_complexity_half,76,408,16,15,1,16,1.0,8,37,pilot60,evosuite,evosuite,-,1,ok,,25.0,12.5,0.0,0.0,25.0,12.5,0.0
15,45997449:webrex/src/main/java/com/ebayopensource/webrex/resource/expression/resourceelevaluator.java,45997449,45997449,ResourceELEvaluator,WebRex/src/main/java/com/ebayopensource/webrex/resource/expression/ResourceELEvaluator.java,WebRex,maven:WebRex,Maven,1.7,higher_complexity_half,87,602,8,5,5,20,2.5,1,185,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
15,45997449:webrex/src/main/java/com/ebayopensource/webrex/resource/expression/resourceelevaluator.java,45997449,45997449,ResourceELEvaluator,WebRex/src/main/java/com/ebayopensource/webrex/resource/expression/ResourceELEvaluator.java,WebRex,maven:WebRex,Maven,1.7,higher_complexity_half,87,602,8,5,5,20,2.5,1,185,pilot60,evosuite,evosuite,-,1,ok,91.67,93.02,100.0,57.14,91.67,93.02,100.0,57.14
16,46396068:hbase0.98/hbase-common-0.98/src/main/java/com/kakao/hbase/common/util/alertsender.java,46396068,46396068,AlertSender,hbase0.98/hbase-common-0.98/src/main/java/com/kakao/hbase/common/util/AlertSender.java,hbase0.98/hbase-common-0.98,maven:hbase0.98/hbase-common-0.98,Maven,1.8,lower_complexity_half,36,258,3,2,4,6,2.0,1,123,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
16,46396068:hbase0.98/hbase-common-0.98/src/main/java/com/kakao/hbase/common/util/alertsender.java,46396068,46396068,AlertSender,hbase0.98/hbase-common-0.98/src/main/java/com/kakao/hbase/common/util/AlertSender.java,hbase0.98/hbase-common-0.98,maven:hbase0.98/hbase-common-0.98,Maven,1.8,lower_complexity_half,36,258,3,2,4,6,2.0,1,123,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
17,46396068:hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/mc.java,46396068,46396068,MC,hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/MC.java,hbase0.98/hbase-manager-0.98,maven:hbase0.98/hbase-manager-0.98,Maven,1.8,higher_complexity_half,240,2130,13,2,12,56,4.3076923076923075,2,271,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,maven_reactor_prewarm_failed,,,,,0.0,0.0,0.0,0.0
17,46396068:hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/mc.java,46396068,46396068,MC,hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/MC.java,hbase0.98/hbase-manager-0.98,maven:hbase0.98/hbase-manager-0.98,Maven,1.8,higher_complexity_half,240,2130,13,2,12,56,4.3076923076923075,2,271,pilot60,evosuite,evosuite,-,0,maven_reactor_prewarm_failed,,,,,0.0,0.0,0.0,0.0
18,46450575:flo-workflow/src/main/java/com/spotify/flo/context/asynccontext.java,46450575,46450575,AsyncContext,flo-workflow/src/main/java/com/spotify/flo/context/AsyncContext.java,flo-workflow,maven:flo-workflow,Maven,1.8,lower_complexity_half,41,327,6,5,1,6,1.0,1,28,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,maven_reactor_prewarm_failed,,,,,0.0,0.0,0.0,0.0
18,46450575:flo-workflow/src/main/java/com/spotify/flo/context/asynccontext.java,46450575,46450575,AsyncContext,flo-workflow/src/main/java/com/spotify/flo/context/AsyncContext.java,flo-workflow,maven:flo-workflow,Maven,1.8,lower_complexity_half,41,327,6,5,1,6,1.0,1,28,pilot60,evosuite,evosuite,-,0,maven_reactor_prewarm_failed,,,,,0.0,0.0,0.0,0.0
19,46450575:flo-workflow/src/main/java/com/spotify/flo/taskids.java,46450575,46450575,TaskIds,flo-workflow/src/main/java/com/spotify/flo/TaskIds.java,flo-workflow,maven:flo-workflow,Maven,1.8,higher_complexity_half,47,348,4,2,5,10,2.5,9,181,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,maven_reactor_prewarm_failed,,,,,0.0,0.0,0.0,0.0
19,46450575:flo-workflow/src/main/java/com/spotify/flo/taskids.java,46450575,46450575,TaskIds,flo-workflow/src/main/java/com/spotify/flo/TaskIds.java,flo-workflow,maven:flo-workflow,Maven,1.8,higher_complexity_half,47,348,4,2,5,10,2.5,9,181,pilot60,evosuite,evosuite,-,0,maven_reactor_prewarm_failed,,,,,0.0,0.0,0.0,0.0
20,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/jetclientinstanceimpl.java,48046454,48046454,JetClientInstanceImpl,hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/JetClientInstanceImpl.java,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,1.8,lower_complexity_half,103,781,14,10,2,15,1.0714285714285714,3,76,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
20,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/jetclientinstanceimpl.java,48046454,48046454,JetClientInstanceImpl,hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/JetClientInstanceImpl.java,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,1.8,lower_complexity_half,103,781,14,10,2,15,1.0714285714285714,3,76,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
21,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/util/skewreductionpolicy.java,48046454,48046454,SkewReductionPolicy,hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/util/SkewReductionPolicy.java,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,1.8,higher_complexity_half,92,647,11,4,4,24,2.1818181818181817,1,156,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
21,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/util/skewreductionpolicy.java,48046454,48046454,SkewReductionPolicy,hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/util/SkewReductionPolicy.java,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,1.8,higher_complexity_half,92,647,11,4,4,24,2.1818181818181817,1,156,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
22,49384652:niubi-job-framework/niubi-job-core/src/main/java/com/zuoxiaolong/niubi/job/core/helper/objecthelper.java,49384652,49384652,ObjectHelper,niubi-job-framework/niubi-job-core/src/main/java/com/zuoxiaolong/niubi/job/core/helper/ObjectHelper.java,niubi-job-framework/niubi-job-core,maven:niubi-job-framework/niubi-job-core,Maven,1.8,lower_complexity_half,20,158,2,2,4,6,3.0,2,124,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
22,49384652:niubi-job-framework/niubi-job-core/src/main/java/com/zuoxiaolong/niubi/job/core/helper/objecthelper.java,49384652,49384652,ObjectHelper,niubi-job-framework/niubi-job-core/src/main/java/com/zuoxiaolong/niubi/job/core/helper/ObjectHelper.java,niubi-job-framework/niubi-job-core,maven:niubi-job-framework/niubi-job-core,Maven,1.8,lower_complexity_half,20,158,2,2,4,6,3.0,2,124,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
23,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/standbyjobserviceimpl.java,49384652,49384652,StandbyJobServiceImpl,niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/StandbyJobServiceImpl.java,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,1.8,higher_complexity_half,87,751,5,5,5,10,2.0,1,176,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
23,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/standbyjobserviceimpl.java,49384652,49384652,StandbyJobServiceImpl,niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/StandbyJobServiceImpl.java,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,1.8,higher_complexity_half,87,751,5,5,5,10,2.0,1,176,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
24,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/header.java,558963,558963,Header,httpcache4j-api/src/main/java/org/codehaus/httpcache4j/Header.java,httpcache4j-api,maven:httpcache4j-api,Maven,1.8,lower_complexity_half,43,307,5,2,4,11,2.2,3,138,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
24,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/header.java,558963,558963,Header,httpcache4j-api/src/main/java/org/codehaus/httpcache4j/Header.java,httpcache4j-api,maven:httpcache4j-api,Maven,1.8,lower_complexity_half,43,307,5,2,4,11,2.2,3,138,pilot60,evosuite,evosuite,-,1,ok,85.71,89.47,100.0,41.67,85.71,89.47,100.0,41.67
25,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/status.java,558963,558963,Status,httpcache4j-api/src/main/java/org/codehaus/httpcache4j/Status.java,httpcache4j-api,maven:httpcache4j-api,Maven,1.8,higher_complexity_half,160,1300,17,14,7,34,2.0,1,228,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,1,ok,73.33,95.6,100.0,87.5,73.33,95.6,100.0,87.5
25,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/status.java,558963,558963,Status,httpcache4j-api/src/main/java/org/codehaus/httpcache4j/Status.java,httpcache4j-api,maven:httpcache4j-api,Maven,1.8,higher_complexity_half,160,1300,17,14,7,34,2.0,1,228,pilot60,evosuite,evosuite,-,1,ok,66.67,91.21,100.0,15.62,66.67,91.21,100.0,15.62
26,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/api/jobexecutionmultipleshardingcontext.java,60578004,60578004,JobExecutionMultipleShardingContext,elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/api/JobExecutionMultipleShardingContext.java,elastic-jobx-core,maven:elastic-jobx-core,Maven,1.6,lower_complexity_half,41,300,2,2,3,4,2.0,2,87,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,1,ok,,80.0,88.89,77.78,0.0,80.0,88.89,77.78
26,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/api/jobexecutionmultipleshardingcontext.java,60578004,60578004,JobExecutionMultipleShardingContext,elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/api/JobExecutionMultipleShardingContext.java,elastic-jobx-core,maven:elastic-jobx-core,Maven,1.6,lower_complexity_half,41,300,2,2,3,4,2.0,2,87,pilot60,evosuite,evosuite,-,1,ok,,80.0,100.0,0.0,0.0,80.0,100.0,0.0
27,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/server/serverservice.java,60578004,60578004,ServerService,elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/server/ServerService.java,elastic-jobx-core,maven:elastic-jobx-core,Maven,1.6,higher_complexity_half,85,749,17,15,4,25,1.4705882352941178,1,158,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
27,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/server/serverservice.java,60578004,60578004,ServerService,elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/server/ServerService.java,elastic-jobx-core,maven:elastic-jobx-core,Maven,1.6,higher_complexity_half,85,749,17,15,4,25,1.4705882352941178,1,158,pilot60,evosuite,evosuite,-,1,ok,0.0,8.33,5.88,0.0,0.0,8.33,5.88,0.0
28,61565876:injector/src/main/java/ch/jalu/injector/handlers/dependency/typesafeannotationhandler.java,61565876,61565876,TypeSafeAnnotationHandler,injector/src/main/java/ch/jalu/injector/handlers/dependency/TypeSafeAnnotationHandler.java,injector,maven:injector,Maven,1.8,lower_complexity_half,21,172,1,1,3,3,3.0,1,81,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
28,61565876:injector/src/main/java/ch/jalu/injector/handlers/dependency/typesafeannotationhandler.java,61565876,61565876,TypeSafeAnnotationHandler,injector/src/main/java/ch/jalu/injector/handlers/dependency/TypeSafeAnnotationHandler.java,injector,maven:injector,Maven,1.8,lower_complexity_half,21,172,1,1,3,3,3.0,1,81,pilot60,evosuite,evosuite,-,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
29,61565876:injector/src/main/java/ch/jalu/injector/utils/injectorutils.java,61565876,61565876,InjectorUtils,injector/src/main/java/ch/jalu/injector/utils/InjectorUtils.java,injector,maven:injector,Maven,1.8,higher_complexity_half,49,293,9,8,4,19,2.111111111111111,4,153,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,missing_or_failed_output,,,,,0.0,0.0,0.0,0.0
