sample_index,repo_id,class_key,focal_class,arm,generator,fail_stage,failure_owner,failure_owner_note,failure_artifact,failure_detail
16,39195736,39195736:sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/javapropertiesplugin.java,JavaPropertiesPlugin,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/016_39195736_f9bc17aa/compiledrepos/39195736/sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/issuesaver/crossfile/DuplicatedKeysAcrossFilesCheckIssueSaver.java:[56,41] cannot access org.sonar.plugins.jproperties.api.tree.KeyTree - bad class file: C:\Users\admin\.m2\repository\org\codehaus\sonar-plugins\jproperties\jproperties-frontend\2.7-SNAPSHOT\jproperties-frontend-2.7-SNAPSHOT.jar(org/sonar/plugins/jproperties/api/tree/KeyTree.class) - unable to access file: corrupted zip file - Please remove or make sure it appears in the correct subdirectory of the classpath."
16,39195736,39195736:sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/javapropertiesplugin.java,JavaPropertiesPlugin,evosuite,evosuite,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: sonar-jproperties-plugin [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_sonar-jproperties-plugin is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the JavaPropertiesPlugin class --//loadin"
17,39195736,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/toomanykeyscheck.java,TooManyKeysCheck,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/017_39195736_3d24a470/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/TooManyKeysCheck_RBL4_3d24a470Test.java:[32,30] keyTrees has private access in org.sonar.jproperties.checks.generic.TooManyKeysCheck - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/017_39195736_3d24a470/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/TooManyKeysCheck_RBL4_3d24a470Test.java:[43,30] cannot find symbol - symbol: method getFileIssues() - location: variable check of type org.sonar.jproperties.checks.generic.TooManyKeysCheck - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/017_39195736_3d24a470/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/TooManyKeysCheck_RBL4_3d24a470Test.java:[54,30] cannot find symbol - symbol: method getFileIssues() - location: variable check of type org.sonar.jproperties.checks.generic.TooManyKeysCheck - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/"
17,39195736,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/toomanykeyscheck.java,TooManyKeysCheck,evosuite,evosuite,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"ole': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the TooManyKeysCheck class --//loading maven execution..// Test classes: -Dtest=org.sonar.jproperties.checks.generic.TooManyK"
18,39195736,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/keynamingconventioncheck.java,KeyNamingConventionCheck,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/018_39195736_e39f864d/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/KeyNamingConventionCheck_RBL4_e39f864dTest.java:[22,54] cannot find symbol - symbol: method getFormat() - location: variable check of type org.sonar.jproperties.checks.generic.KeyNamingConventionCheck - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/018_39195736_e39f864d/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/KeyNamingConventionCheck_RBL4_e39f864dTest.java:[31,25] cannot find symbol - symbol: method getIssues() - location: variable check of type org.sonar.jproperties.checks.generic.KeyNamingConventionCheck - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/018_39195736_e39f864d/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/KeyNamingConventionCheck_RBL4_e39f864dTest.java:[40,30] cannot find symbol - symbol: method getIssues() - location: variable check of type org.sonar.jproperties.checks.generic."
18,39195736,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/keynamingconventioncheck.java,KeyNamingConventionCheck,evosuite,evosuite,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"ding evosuite generation..// Evosuite generation performed correctly for the KeyNamingConventionCheck class --//loading maven execution..// Test classes: -Dtest=org.sonar.jproperties.checks.generic.KeyNamingConventionCheck_RBL4_e39f864dTest Package command completed for 39195736_jproperties-checks The test smell detector ended successfully An occured while trying to retrieve data coverage of the project 39195736_jproperties-checks ---- STARTING gpt-4o-mini-2024-07-18 test typ Processing test_type: gpt-4o-mini-2024-07-18, technique: rbl4-zero-shot Making API call with llm: gpt-4o-mini-2024-07-18, technique: rbl4-zero-shot, focal class: KeyNamingConventionCheck Fetching prompts dictionary... Fetching agents dictionary... Fetching agents dictionary... Fetching agents dictionary... API call completed with test_type: gpt-4o-mini-2024-07-18, technique: rbl4-zero-shot, focal class: KeyNamingConventionCheck File generated at: output/39195736/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_KeyNamingConventionCheck_RBL4_e39f864dTest.java --//loading maven execution..// Test classes: -Dtest=org.sonar.jproperties.checks.generic.KeyNamingConventionCheck_RBL4_e39f864dTest -------------------- The"
20,39195736,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/commentconventioncheck.java,CommentConventionCheck,gpt,gpt-4o-mini-2024-07-18,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the CommentConventionCheck class --//loading maven ex"
20,39195736,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/commentconventioncheck.java,CommentConventionCheck,evosuite,evosuite,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the CommentConventionCheck class --//loading maven ex"
19,39195736,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/linelengthcheck.java,LineLengthCheck,gpt,gpt-4o-mini-2024-07-18,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/019_39195736_9e0529ba/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/LineLengthCheck_RBL4_9e0529baTest.java:[7,50] cannot find symbol - symbol: class Context - location: package org.sonar.plugins.jproperties.api.visitors - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/019_39195736_9e0529ba/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/LineLengthCheck_RBL4_9e0529baTest.java:[18,13] cannot find symbol - symbol: class Context - location: class org.sonar.jproperties.checks.generic.LineLengthCheck_RBL4_9e0529baTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/019_39195736_9e0529ba/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/LineLengthCheck_RBL4_9e0529baTest.java:[66,13] cannot find symbol - symbol: class File - location: class org.sonar.jproperties.checks.generic.LineLengthCheck_RBL4_9e0529baTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/019_"
19,39195736,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/linelengthcheck.java,LineLengthCheck,evosuite,evosuite,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// An error accored while trying to run the evosuite generation ---- STARTING gpt-4o-mini-2024-07-18"
