project,module,source_row_indices,focal_classes,build_tool,java_version,build_path,command,status,duration_sec,detail,prepare_status,prepare_command,prepare_detail
49126308,db-scroll-elastic,38,ElasticScroll,Maven,1.8,compiledrepos/49126308/db-scroll-elastic,mvn.cmd -s D:\balanced_delivery\balanced_bundle_300\settings.xml -Drat.skip=true -DfailIfNoTests=false -Dcheckstyle.skip=true -Dgpg.skip=true -Djavadoc.skip=true -Dmaven.javadoc.skip=true -Dlicense.skip=true -Ddependency-check.skip=true -Dfrontend.skip=true -Dskip.npm=true -Dskip.bower=true -Dskip.yarn=true -Dskip.grunt=true -Dskip.gulp=true -Dskip.webpack=true -Dfindbugs.skip=true -Dpmd.skip=true -Dcpd.skip=true -Dspring-boot.repackage.skip=true -Denforcer.skip=true -Dspotbugs.skip=true -Dspotless.skip=true -Dspotless.apply.skip=true -Dspotless.check.skip=true -Dspotless.maven.plugin.version=2.30.0 -Dspotless.version=2.30.0 -Dspotless-maven-plugin.version=2.30.0 -Dformatter.skip=true -DskipTests=true test-compile,PASS,7.791,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,,,
50552134,confucius-commons-lang,4;5,SimpleFileScanner;SimpleJarEntryScanner,Maven,1.6,compiledrepos/50552134/confucius-commons-lang,mvn.cmd -s D:\balanced_delivery\balanced_bundle_300\settings.xml -Drat.skip=true -DfailIfNoTests=false -Dcheckstyle.skip=true -Dgpg.skip=true -Djavadoc.skip=true -Dmaven.javadoc.skip=true -Dlicense.skip=true -Ddependency-check.skip=true -Dfrontend.skip=true -Dskip.npm=true -Dskip.bower=true -Dskip.yarn=true -Dskip.grunt=true -Dskip.gulp=true -Dskip.webpack=true -Dfindbugs.skip=true -Dpmd.skip=true -Dcpd.skip=true -Dspring-boot.repackage.skip=true -Denforcer.skip=true -Dspotbugs.skip=true -Dspotless.skip=true -Dspotless.apply.skip=true -Dspotless.check.skip=true -Dspotless.maven.plugin.version=2.30.0 -Dspotless.version=2.30.0 -Dspotless-maven-plugin.version=2.30.0 -Dformatter.skip=true -DskipTests=true test-compile,PASS,3.873,requested=1.6 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,,,
5093728,core,39;40,FeatureContext;AnnotationRetriever,Maven,1.8,compiledrepos/5093728/core,mvn.cmd -s D:\balanced_delivery\balanced_bundle_300\settings.xml -Drat.skip=true -DfailIfNoTests=false -Dcheckstyle.skip=true -Dgpg.skip=true -Djavadoc.skip=true -Dmaven.javadoc.skip=true -Dlicense.skip=true -Ddependency-check.skip=true -Dfrontend.skip=true -Dskip.npm=true -Dskip.bower=true -Dskip.yarn=true -Dskip.grunt=true -Dskip.gulp=true -Dskip.webpack=true -Dfindbugs.skip=true -Dpmd.skip=true -Dcpd.skip=true -Dspring-boot.repackage.skip=true -Denforcer.skip=true -Dspotbugs.skip=true -Dspotless.skip=true -Dspotless.apply.skip=true -Dspotless.check.skip=true -Dspotless.maven.plugin.version=2.30.0 -Dspotless.version=2.30.0 -Dspotless-maven-plugin.version=2.30.0 -Dformatter.skip=true -DskipTests=true test-compile,PASS,3.883,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,,,
5175291,airship-coordinator,20,AdminResource,Maven,1.8,compiledrepos/5175291/airship-coordinator,mvn.cmd -s D:\balanced_delivery\balanced_bundle_300\settings.xml -Drat.skip=true -DfailIfNoTests=false -Dcheckstyle.skip=true -Dgpg.skip=true -Djavadoc.skip=true -Dmaven.javadoc.skip=true -Dlicense.skip=true -Ddependency-check.skip=true -Dfrontend.skip=true -Dskip.npm=true -Dskip.bower=true -Dskip.yarn=true -Dskip.grunt=true -Dskip.gulp=true -Dskip.webpack=true -Dfindbugs.skip=true -Dpmd.skip=true -Dcpd.skip=true -Dspring-boot.repackage.skip=true -Denforcer.skip=true -Dspotbugs.skip=true -Dspotless.skip=true -Dspotless.apply.skip=true -Dspotless.check.skip=true -Dspotless.maven.plugin.version=2.30.0 -Dspotless.version=2.30.0 -Dspotless-maven-plugin.version=2.30.0 -Dformatter.skip=true -DskipTests=true test-compile,PASS,11.052,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,,,
5175291,airship-shared,21,MavenCoordinates,Maven,1.8,compiledrepos/5175291/airship-shared,mvn.cmd -s D:\balanced_delivery\balanced_bundle_300\settings.xml -Drat.skip=true -DfailIfNoTests=false -Dcheckstyle.skip=true -Dgpg.skip=true -Djavadoc.skip=true -Dmaven.javadoc.skip=true -Dlicense.skip=true -Ddependency-check.skip=true -Dfrontend.skip=true -Dskip.npm=true -Dskip.bower=true -Dskip.yarn=true -Dskip.grunt=true -Dskip.gulp=true -Dskip.webpack=true -Dfindbugs.skip=true -Dpmd.skip=true -Dcpd.skip=true -Dspring-boot.repackage.skip=true -Denforcer.skip=true -Dspotbugs.skip=true -Dspotless.skip=true -Dspotless.apply.skip=true -Dspotless.check.skip=true -Dspotless.maven.plugin.version=2.30.0 -Dspotless.version=2.30.0 -Dspotless-maven-plugin.version=2.30.0 -Dformatter.skip=true -DskipTests=true test-compile,PASS,8.103,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,,,
54231507,core,48,UnhandledAlertHandlingWebDriver,Maven,1.8,compiledrepos/54231507/core,mvn.cmd -s D:\balanced_delivery\balanced_bundle_300\settings.xml -Drat.skip=true -DfailIfNoTests=false -Dcheckstyle.skip=true -Dgpg.skip=true -Djavadoc.skip=true -Dmaven.javadoc.skip=true -Dlicense.skip=true -Ddependency-check.skip=true -Dfrontend.skip=true -Dskip.npm=true -Dskip.bower=true -Dskip.yarn=true -Dskip.grunt=true -Dskip.gulp=true -Dskip.webpack=true -Dfindbugs.skip=true -Dpmd.skip=true -Dcpd.skip=true -Dspring-boot.repackage.skip=true -Denforcer.skip=true -Dspotbugs.skip=true -Dspotless.skip=true -Dspotless.apply.skip=true -Dspotless.check.skip=true -Dspotless.maven.plugin.version=2.30.0 -Dspotless.version=2.30.0 -Dspotless-maven-plugin.version=2.30.0 -Dformatter.skip=true -DskipTests=true test-compile,PASS,4.233,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,,,
54620819,mvn-golang-wrapper,47,PackageList,Maven,1.8,compiledrepos/54620819/mvn-golang-wrapper,mvn.cmd -s D:\balanced_delivery\balanced_bundle_300\settings.xml -Drat.skip=true -DfailIfNoTests=false -Dcheckstyle.skip=true -Dgpg.skip=true -Djavadoc.skip=true -Dmaven.javadoc.skip=true -Dlicense.skip=true -Ddependency-check.skip=true -Dfrontend.skip=true -Dskip.npm=true -Dskip.bower=true -Dskip.yarn=true -Dskip.grunt=true -Dskip.gulp=true -Dskip.webpack=true -Dfindbugs.skip=true -Dpmd.skip=true -Dcpd.skip=true -Dspring-boot.repackage.skip=true -Denforcer.skip=true -Dspotbugs.skip=true -Dspotless.skip=true -Dspotless.apply.skip=true -Dspotless.check.skip=true -Dspotless.maven.plugin.version=2.30.0 -Dspotless.version=2.30.0 -Dspotless-maven-plugin.version=2.30.0 -Dformatter.skip=true -DskipTests=true test-compile,PASS,7.537,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,,,
56342003,kangaroo-common,14,RequestUtil,Maven,1.8,compiledrepos/56342003/kangaroo-common,mvn.cmd -s D:\balanced_delivery\balanced_bundle_300\settings.xml -Drat.skip=true -DfailIfNoTests=false -Dcheckstyle.skip=true -Dgpg.skip=true -Djavadoc.skip=true -Dmaven.javadoc.skip=true -Dlicense.skip=true -Ddependency-check.skip=true -Dfrontend.skip=true -Dskip.npm=true -Dskip.bower=true -Dskip.yarn=true -Dskip.grunt=true -Dskip.gulp=true -Dskip.webpack=true -Dfindbugs.skip=true -Dpmd.skip=true -Dcpd.skip=true -Dspring-boot.repackage.skip=true -Denforcer.skip=true -Dspotbugs.skip=true -Dspotless.skip=true -Dspotless.apply.skip=true -Dspotless.check.skip=true -Dspotless.maven.plugin.version=2.30.0 -Dspotless.version=2.30.0 -Dspotless-maven-plugin.version=2.30.0 -Dformatter.skip=true -DskipTests=true test-compile,PASS,9.262,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,,,
56342003,kangaroo-server-authz,12;13,AbstractService;ValidationUtil,Maven,1.8,compiledrepos/56342003/kangaroo-server-authz,mvn.cmd -s D:\balanced_delivery\balanced_bundle_300\settings.xml -Drat.skip=true -DfailIfNoTests=false -Dcheckstyle.skip=true -Dgpg.skip=true -Djavadoc.skip=true -Dmaven.javadoc.skip=true -Dlicense.skip=true -Ddependency-check.skip=true -Dfrontend.skip=true -Dskip.npm=true -Dskip.bower=true -Dskip.yarn=true -Dskip.grunt=true -Dskip.gulp=true -Dskip.webpack=true -Dfindbugs.skip=true -Dpmd.skip=true -Dcpd.skip=true -Dspring-boot.repackage.skip=true -Denforcer.skip=true -Dspotbugs.skip=true -Dspotless.skip=true -Dspotless.apply.skip=true -Dspotless.check.skip=true -Dspotless.maven.plugin.version=2.30.0 -Dspotless.version=2.30.0 -Dspotless-maven-plugin.version=2.30.0 -Dformatter.skip=true -DskipTests=true test-compile,PASS,10.728,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,,,
57251243,wingtips-servlet-api,53,WingtipsRequestSpanCompletionAsyncListener,Gradle,1.7,compiledrepos/57251243/wingtips-servlet-api,D:\balanced_delivery\balanced_bundle_300\repos\57251243\gradlew.bat clean testClasses -x check,PASS,6.694,requested=1.7 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,,,
57251243,wingtips-zipkin2,54,WingtipsToZipkinSpanConverterDefaultImpl,Gradle,1.7,compiledrepos/57251243/wingtips-zipkin2,D:\balanced_delivery\balanced_bundle_300\repos\57251243\gradlew.bat clean testClasses -x check,PASS,8.998,requested=1.7 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,,,
5745625,tape,22,ObjectQueue,Gradle,1.8,compiledrepos/5745625/tape,D:\balanced_delivery\balanced_bundle_300\repos\5745625\gradlew.bat clean testClasses -x check,PASS,28.1,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,,,
58086354,demo/gRPC/core,6;7;8,ClientInterceptors;MessageDeframer;Status,Gradle,1.8,compiledrepos/58086354/demo/gRPC/core,D:\balanced_delivery\balanced_bundle_300\repos\58086354\demo\gRPC\gradlew.bat clean testClasses -x check,PASS,60.94,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,,,
58767125,ch.obermuhlner.math.big,58,DefaultBigDecimalMath,Gradle,1.8,compiledrepos/58767125/ch.obermuhlner.math.big,D:\balanced_delivery\balanced_bundle_300\repos\58767125\gradlew.bat clean testClasses -x check,FAIL,13.76,"Downloading https://services.gradle.org/distributions/gradle-5.6-bin.zip
.........................................................................................

Welcome to Gradle 5.6!

Here are the highlights of this release:
 - Incremental Groovy compilation
 - Groovy compile avoidance
 - Test fixtures for Java projects
 - Manage plugin versions via settings script

For more details see https://docs.gradle.org/5.6/release-notes.html

Starting a Gradle Daemon (subsequent builds will be faster)


FAILURE: Build failed with an exception.

* What went wrong:
A problem occurred configuring root project '58767125'.
> Could not resolve all artifacts for configuration ':classpath'.
   > Could not find org.jetbrains.dokka:dokka-gradle-plugin:0.9.15.
     Searched in the following locations:
       - https://repo.maven.apache.org/maven2/org/jetbrains/dokka/dokka-gradle-plugin/0.9.15/dokka-gradle-plugin-0.9.15.pom
       - https://repo.maven.apache.org/maven2/org/jetbrains/dokka/dokka-gradle-plugin/0.9.15/dokka-gradle-plugin-0.9.15.jar
       - https://jcenter.bintray.com/org/jetbrains/dokka/dokka-gradle-plugin/0.9.15/dokka-gradle-plugin-0.9.15.pom
       - https://jcenter.bintray.com/org/jetbrains/dokka/dokka-gradle-plugin/0.9.15/dokka-gradle-plugin-0.9.15.jar
     Required by:
         project :

* Try:
Run with --stacktrace option to get the stack trace. Run with --info or --debug option to get more log output. Run with --scan to get full insights.

* Get more help at https://help.gradle.org

BUILD FAILED in 12s",,,
6489406,ais-lib-communication,9;10;11,TargetTracker;Track;EventEmittingTrackerImpl,Maven,1.8,compiledrepos/6489406/ais-lib-communication,mvn.cmd -s D:\balanced_delivery\balanced_bundle_300\settings.xml -Drat.skip=true -DfailIfNoTests=false -Dcheckstyle.skip=true -Dgpg.skip=true -Djavadoc.skip=true -Dmaven.javadoc.skip=true -Dlicense.skip=true -Ddependency-check.skip=true -Dfrontend.skip=true -Dskip.npm=true -Dskip.bower=true -Dskip.yarn=true -Dskip.grunt=true -Dskip.gulp=true -Dskip.webpack=true -Dfindbugs.skip=true -Dpmd.skip=true -Dcpd.skip=true -Dspring-boot.repackage.skip=true -Denforcer.skip=true -Dspotbugs.skip=true -Dspotless.skip=true -Dspotless.apply.skip=true -Dspotless.check.skip=true -Dspotless.maven.plugin.version=2.30.0 -Dspotless.version=2.30.0 -Dspotless-maven-plugin.version=2.30.0 -Dformatter.skip=true -DskipTests=true test-compile,PASS,13.741,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,,,
70711909,here-oauth-client,55;56;57,HereAccount;ApacheHttpClientProvider;FromHereCredentialsIniStream,Maven,1.8,compiledrepos/70711909/here-oauth-client,mvn.cmd -s D:\balanced_delivery\balanced_bundle_300\settings.xml -Drat.skip=true -DfailIfNoTests=false -Dcheckstyle.skip=true -Dgpg.skip=true -Djavadoc.skip=true -Dmaven.javadoc.skip=true -Dlicense.skip=true -Ddependency-check.skip=true -Dfrontend.skip=true -Dskip.npm=true -Dskip.bower=true -Dskip.yarn=true -Dskip.grunt=true -Dskip.gulp=true -Dskip.webpack=true -Dfindbugs.skip=true -Dpmd.skip=true -Dcpd.skip=true -Dspring-boot.repackage.skip=true -Denforcer.skip=true -Dspotbugs.skip=true -Dspotless.skip=true -Dspotless.apply.skip=true -Dspotless.check.skip=true -Dspotless.maven.plugin.version=2.30.0 -Dspotless.version=2.30.0 -Dspotless-maven-plugin.version=2.30.0 -Dformatter.skip=true -DskipTests=true test-compile,PASS,11.496,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,,,
