repo_id,repo_url,commit_sha,class_key,focal_class,focal_path,mapping_count,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,build_tool,build_root,module_dir,module_selector,scope_key,declared_java_version,effective_java_runtime,selected_type,selection_rank_in_repo,selection_hash,selection_seed,selection_algorithm,complexity_half,replacement_of,replacement_reason,repository_storage_path,promotion_status,complexity_rank,sample_index,Project,Focal_Class_agone,Test_Class,Focal_Path_agone,Test_Path,Module,Repo_Dir,Compiled_Focal_Path,Synthesized_Test_Rel_Path,Package,Java_Version,Build_Tool_agone,Recipe_Command_Windows,Recipe_Command_Posix,Recipe_ID,repo_exists,focal_exists,recipe_exists,duplicate_class_key,duplicate_focal_path,preflight_status
41627638,https://github.com/cuipengfei/Spikes,3b98b697479020d277bcf69f5651102982d7ba12,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/maximumdepthofbinarytree/solution.java,Solution,leetcode/battleships-in-a-board/src/main/java/com/github/MaximumDepthofBinaryTree/Solution.java,3,20,91,2,1,2,3,1.5,gradle,leetcode/battleships-in-a-board,leetcode/battleships-in-a-board,.,gradle:leetcode/battleships-in-a-board,8,8,main,2,177c15ca3238745c3e851046f909c34bd394dfd7c910f314062b12e2a72c458b,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/41627638,promoted_before_storage_audit,45,44,41627638,Solution,Solution_RBL4Test_194905a6,repos/41627638/leetcode/battleships-in-a-board/src/main/java/com/github/MaximumDepthofBinaryTree/Solution.java,repos/41627638/leetcode/battleships-in-a-board/src/test/java/com/github/MaximumDepthofBinaryTree/Solution_RBL4Test_194905a6.java,leetcode/battleships-in-a-board,D:\A_ThucNghiem\compiledrepos\41627638,D:\A_ThucNghiem\compiledrepos\41627638\leetcode\battleships-in-a-board\src\main\java\com\github\MaximumDepthofBinaryTree\Solution.java,leetcode/battleships-in-a-board/src/test/java/com/github/MaximumDepthofBinaryTree/Solution_RBL4Test_194905a6.java,com.github.MaximumDepthofBinaryTree,1.8,Gradle,"""${REPO_DIR}\gradlew.bat"" --no-daemon --console=plain --stacktrace clean testClasses -x test","""${REPO_DIR}/gradlew"" --no-daemon --console=plain --stacktrace clean testClasses -x test",v3:41627638:gradle:leetcode/battleships-in-a-board,1,1,1,0,0,PASS
3713233,https://github.com/seratch/junithelper,8c307eb05f762cf8030a3bd6d903228e0d5b98b2,3713233:core/src/main/java/org/junithelper/core/util/threadutil.java,ThreadUtil,core/src/main/java/org/junithelper/core/util/ThreadUtil.java,7,12,58,2,1,2,3,1.5,maven,core,core,.,maven:core,6,8,main,10,374dc48fef6a4ff0808be6664b07025f55dc37ddd7909df70a21fef5e44efb45,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/3713233,promoted_before_storage_audit,46,45,3713233,ThreadUtil,ThreadUtil_RBL4Test_f790382e,repos/3713233/core/src/main/java/org/junithelper/core/util/ThreadUtil.java,repos/3713233/core/src/test/java/org/junithelper/core/util/ThreadUtil_RBL4Test_f790382e.java,core,D:\A_ThucNghiem\compiledrepos\3713233,D:\A_ThucNghiem\compiledrepos\3713233\core\src\main\java\org\junithelper\core\util\ThreadUtil.java,core/src/test/java/org/junithelper/core/util/ThreadUtil_RBL4Test_f790382e.java,org.junithelper.core.util,1.6,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" clean test-compile",v3:3713233:maven:core,1,1,1,0,0,PASS
97822421,https://github.com/pchudzik/springmock,f08a0a13c1dea1ceb35f462ccaaf51e738f64ef8,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/mockclassresolver.java,MockClassResolver,infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/MockClassResolver.java,2,24,193,2,1,2,3,1.5,maven,.,infrastructure,infrastructure,maven:infrastructure,8,8,main,4,55bf3e7a90a0c868aa031f69b84d191d21adcaa71f958082f3108d0196877130,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/97822421,promoted_before_storage_audit,47,46,97822421,MockClassResolver,MockClassResolver_RBL4Test_7e494c92,repos/97822421/infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/MockClassResolver.java,repos/97822421/infrastructure/src/test/java/com/pchudzik/springmock/infrastructure/spring/MockClassResolver_RBL4Test_7e494c92.java,infrastructure,D:\A_ThucNghiem\compiledrepos\97822421,D:\A_ThucNghiem\compiledrepos\97822421\infrastructure\src\main\java\com\pchudzik\springmock\infrastructure\spring\MockClassResolver.java,infrastructure/src/test/java/com/pchudzik/springmock/infrastructure/spring/MockClassResolver_RBL4Test_7e494c92.java,com.pchudzik.springmock.infrastructure.spring,1.8,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\infrastructure\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/infrastructure/pom.xml"" clean test-compile",v3:97822421:maven:infrastructure,1,1,1,0,0,PASS
44308560,https://github.com/nokia/RED,ea24ca129c9983f89ace3072fa06dec9292fd945,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/terminateexecution.java,TerminateExecution,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/TerminateExecution.java,1,28,187,3,1,2,4,1.3333333333333333,maven,src/RobotFrameworkCore/org.robotframework.ide.core-functions,src/RobotFrameworkCore/org.robotframework.ide.core-functions,.,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,8,8,main,5,0f92898e105967df7b8aa39405d7d23623742808166fa7a88b811d81496e4e63,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/44308560,promoted_before_storage_audit,48,47,44308560,TerminateExecution,TerminateExecution_RBL4Test_2bc9cc41,repos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/TerminateExecution.java,repos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/TerminateExecution_RBL4Test_2bc9cc41.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,D:\A_ThucNghiem\compiledrepos\44308560,D:\A_ThucNghiem\compiledrepos\44308560\src\RobotFrameworkCore\org.robotframework.ide.core-functions\src\main\java\org\rf\ide\core\execution\server\response\TerminateExecution.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/TerminateExecution_RBL4Test_2bc9cc41.java,org.rf.ide.core.execution.server.response,1.8,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" clean test-compile",v3:44308560:maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,1,1,1,0,0,PASS
44308560,https://github.com/nokia/RED,ea24ca129c9983f89ace3072fa06dec9292fd945,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/evaluatecondition.java,EvaluateCondition,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/EvaluateCondition.java,1,28,195,3,1,2,4,1.3333333333333333,maven,src/RobotFrameworkCore/org.robotframework.ide.core-functions,src/RobotFrameworkCore/org.robotframework.ide.core-functions,.,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,8,8,main,9,14e9b70482277f1fc02e049bd32f3331756cd0b5a14dcd331745ea752e6c2dd7,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/44308560,promoted_before_storage_audit,49,48,44308560,EvaluateCondition,EvaluateCondition_RBL4Test_00edbe66,repos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/EvaluateCondition.java,repos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/EvaluateCondition_RBL4Test_00edbe66.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,D:\A_ThucNghiem\compiledrepos\44308560,D:\A_ThucNghiem\compiledrepos\44308560\src\RobotFrameworkCore\org.robotframework.ide.core-functions\src\main\java\org\rf\ide\core\execution\server\response\EvaluateCondition.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/server/response/EvaluateCondition_RBL4Test_00edbe66.java,org.rf.ide.core.execution.server.response,1.8,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" clean test-compile",v3:44308560:maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,1,1,1,0,0,PASS
77481567,https://github.com/rbi/trading4j,996e651004193e4facaec393d00d86f93850f8f5,77481567:core/src/main/java/de/voidnode/trading4j/functionality/timeframeconversion/timeframeconvertingtradeguard.java,TimeFrameConvertingTradeGuard,core/src/main/java/de/voidnode/trading4j/functionality/timeframeconversion/TimeFrameConvertingTradeGuard.java,1,34,274,3,2,2,4,1.3333333333333333,maven,.,core,core,maven:core,8,8,main,9,29ee580efb32e1933aecf91ea75cf20f9c30f01a6df7867c79ced1820c43283b,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/77481567,promoted_before_storage_audit,50,49,77481567,TimeFrameConvertingTradeGuard,TimeFrameConvertingTradeGuard_RBL4Test_5d305145,repos/77481567/core/src/main/java/de/voidnode/trading4j/functionality/timeframeconversion/TimeFrameConvertingTradeGuard.java,repos/77481567/core/src/test/java/de/voidnode/trading4j/functionality/timeframeconversion/TimeFrameConvertingTradeGuard_RBL4Test_5d305145.java,core,D:\A_ThucNghiem\compiledrepos\77481567,D:\A_ThucNghiem\compiledrepos\77481567\core\src\main\java\de\voidnode\trading4j\functionality\timeframeconversion\TimeFrameConvertingTradeGuard.java,core/src/test/java/de/voidnode/trading4j/functionality/timeframeconversion/TimeFrameConvertingTradeGuard_RBL4Test_5d305145.java,de.voidnode.trading4j.functionality.timeframeconversion,1.8,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\core\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/core/pom.xml"" clean test-compile",v3:77481567:maven:core,1,1,1,0,0,PASS
64487983,https://github.com/ErnestMing/JavaDesignPartternImpl,34431d71b4a00ef79895db9aaca30020baace209,64487983:hexagonal/src/main/java/com/iluwatar/hexagonal/app.java,App,hexagonal/src/main/java/com/iluwatar/hexagonal/App.java,1,82,976,3,1,2,4,1.3333333333333333,maven,.,hexagonal,hexagonal,maven:hexagonal,8,8,main,10,b43eb2b6da767b8d2ff83d14a4c8312877df380c74f63db5140493cc7206290f,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/64487983,promoted_before_storage_audit,51,50,64487983,App,App_RBL4Test_735c5bfe,repos/64487983/hexagonal/src/main/java/com/iluwatar/hexagonal/App.java,repos/64487983/hexagonal/src/test/java/com/iluwatar/hexagonal/App_RBL4Test_735c5bfe.java,hexagonal,D:\A_ThucNghiem\compiledrepos\64487983,D:\A_ThucNghiem\compiledrepos\64487983\hexagonal\src\main\java\com\iluwatar\hexagonal\App.java,hexagonal/src/test/java/com/iluwatar/hexagonal/App_RBL4Test_735c5bfe.java,com.iluwatar.hexagonal,1.8,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\hexagonal\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/hexagonal/pom.xml"" clean test-compile",v3:64487983:maven:hexagonal,1,1,1,0,0,PASS
39195736,https://github.com/racodond/sonar-jproperties-plugin,7a6e8c332e5db8d2a89212fe8defe8b8fdb6c3f6,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/toomanykeyscheck.java,TooManyKeysCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/TooManyKeysCheck.java,2,53,379,3,2,2,4,1.3333333333333333,maven,.,jproperties-checks,jproperties-checks,maven:jproperties-checks,8,8,main,10,b5a645769996b2469ae4630810259a7667d573cc0c8434d750c5db4b984c06f5,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/39195736,promoted_before_storage_audit,52,51,39195736,TooManyKeysCheck,TooManyKeysCheck_RBL4Test_3d24a470,repos/39195736/jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/TooManyKeysCheck.java,repos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/TooManyKeysCheck_RBL4Test_3d24a470.java,jproperties-checks,D:\A_ThucNghiem\compiledrepos\39195736,D:\A_ThucNghiem\compiledrepos\39195736\jproperties-checks\src\main\java\org\sonar\jproperties\checks\generic\TooManyKeysCheck.java,jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/TooManyKeysCheck_RBL4Test_3d24a470.java,org.sonar.jproperties.checks.generic,1.8,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl jproperties-checks -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl jproperties-checks -am clean test-compile",v3:39195736:maven:jproperties-checks,1,1,1,0,0,PASS
46396068,https://github.com/kakao/hbase-tools,233e9ab0a4a31da9f5387fbb453db6d5799c072d,46396068:hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/assign.java,Assign,hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/Assign.java,4,41,263,3,2,2,4,1.3333333333333333,maven,hbase0.98,hbase0.98/hbase-manager-0.98,hbase-manager-0.98,maven:hbase0.98/hbase-manager-0.98,8,8,main,9,daf6fa36c2bca6d62793384a5b252932ac315e1e81606c27e6ac97024771cd73,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/46396068,promoted_before_storage_audit,53,52,46396068,Assign,Assign_RBL4Test_9ed5bed6,repos/46396068/hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/Assign.java,repos/46396068/hbase0.98/hbase-manager-0.98/src/test/java/com/kakao/hbase/manager/command/Assign_RBL4Test_9ed5bed6.java,hbase0.98/hbase-manager-0.98,D:\A_ThucNghiem\compiledrepos\46396068,D:\A_ThucNghiem\compiledrepos\46396068\hbase0.98\hbase-manager-0.98\src\main\java\com\kakao\hbase\manager\command\Assign.java,hbase0.98/hbase-manager-0.98/src/test/java/com/kakao/hbase/manager/command/Assign_RBL4Test_9ed5bed6.java,com.kakao.hbase.manager.command,1.8,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl hbase-manager-0.98 -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl hbase-manager-0.98 -am clean test-compile",v3:46396068:maven:hbase0.98/hbase-manager-0.98,1,1,1,0,0,PASS
9884445,https://github.com/minnal/minnal,50989185555e0d8969319bb20ae8e596db4ff545,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/elementcollectionannotationhandler.java,ElementCollectionAnnotationHandler,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/ElementCollectionAnnotationHandler.java,3,38,305,3,3,2,5,1.6666666666666667,maven,.,minnal-jaxrs/minnal-instrumentation-jaxrs,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,7,8,main,8,4f3085fe247e987c25773364746e81e5c16b1403b68e80d45b54f999922290e3,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/9884445,promoted_before_storage_audit,54,53,9884445,ElementCollectionAnnotationHandler,ElementCollectionAnnotationHandler_RBL4Test_7e40a186,repos/9884445/minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/ElementCollectionAnnotationHandler.java,repos/9884445/minnal-jaxrs/minnal-instrumentation-jaxrs/src/test/java/org/minnal/instrument/entity/metadata/handler/ElementCollectionAnnotationHandler_RBL4Test_7e40a186.java,minnal-jaxrs/minnal-instrumentation-jaxrs,D:\A_ThucNghiem\compiledrepos\9884445,D:\A_ThucNghiem\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\main\java\org\minnal\instrument\entity\metadata\handler\ElementCollectionAnnotationHandler.java,minnal-jaxrs/minnal-instrumentation-jaxrs/src/test/java/org/minnal/instrument/entity/metadata/handler/ElementCollectionAnnotationHandler_RBL4Test_7e40a186.java,org.minnal.instrument.entity.metadata.handler,1.7,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl minnal-jaxrs/minnal-instrumentation-jaxrs -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl minnal-jaxrs/minnal-instrumentation-jaxrs -am clean test-compile",v3:9884445:maven:minnal-jaxrs/minnal-instrumentation-jaxrs,1,1,1,0,0,PASS
9884445,https://github.com/minnal/minnal,50989185555e0d8969319bb20ae8e596db4ff545,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/resource/metadata/resourcemetadatabuilder.java,ResourceMetaDataBuilder,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/resource/metadata/ResourceMetaDataBuilder.java,2,26,182,4,1,2,5,1.25,maven,.,minnal-jaxrs/minnal-instrumentation-jaxrs,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,7,8,main,9,57631ae5414cf3ba33e32812c2800d8e68e39d5b72e0f8463e7bb02ec1692183,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/9884445,promoted_before_storage_audit,55,54,9884445,ResourceMetaDataBuilder,ResourceMetaDataBuilder_RBL4Test_c1478021,repos/9884445/minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/resource/metadata/ResourceMetaDataBuilder.java,repos/9884445/minnal-jaxrs/minnal-instrumentation-jaxrs/src/test/java/org/minnal/instrument/resource/metadata/ResourceMetaDataBuilder_RBL4Test_c1478021.java,minnal-jaxrs/minnal-instrumentation-jaxrs,D:\A_ThucNghiem\compiledrepos\9884445,D:\A_ThucNghiem\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\main\java\org\minnal\instrument\resource\metadata\ResourceMetaDataBuilder.java,minnal-jaxrs/minnal-instrumentation-jaxrs/src/test/java/org/minnal/instrument/resource/metadata/ResourceMetaDataBuilder_RBL4Test_c1478021.java,org.minnal.instrument.resource.metadata,1.7,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl minnal-jaxrs/minnal-instrumentation-jaxrs -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl minnal-jaxrs/minnal-instrumentation-jaxrs -am clean test-compile",v3:9884445:maven:minnal-jaxrs/minnal-instrumentation-jaxrs,1,1,1,0,0,PASS
9884445,https://github.com/minnal/minnal,50989185555e0d8969319bb20ae8e596db4ff545,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/searchableannotationhandler.java,SearchableAnnotationHandler,minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/SearchableAnnotationHandler.java,5,30,261,3,3,2,5,1.6666666666666667,maven,.,minnal-jaxrs/minnal-instrumentation-jaxrs,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,7,8,main,10,7d31ffbffb8031ef78a26f21d1a56c48bb98b7f08bc0a501340d3286c0726da5,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/9884445,promoted_before_storage_audit,56,55,9884445,SearchableAnnotationHandler,SearchableAnnotationHandler_RBL4Test_19519df8,repos/9884445/minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/SearchableAnnotationHandler.java,repos/9884445/minnal-jaxrs/minnal-instrumentation-jaxrs/src/test/java/org/minnal/instrument/entity/metadata/handler/SearchableAnnotationHandler_RBL4Test_19519df8.java,minnal-jaxrs/minnal-instrumentation-jaxrs,D:\A_ThucNghiem\compiledrepos\9884445,D:\A_ThucNghiem\compiledrepos\9884445\minnal-jaxrs\minnal-instrumentation-jaxrs\src\main\java\org\minnal\instrument\entity\metadata\handler\SearchableAnnotationHandler.java,minnal-jaxrs/minnal-instrumentation-jaxrs/src/test/java/org/minnal/instrument/entity/metadata/handler/SearchableAnnotationHandler_RBL4Test_19519df8.java,org.minnal.instrument.entity.metadata.handler,1.7,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl minnal-jaxrs/minnal-instrumentation-jaxrs -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl minnal-jaxrs/minnal-instrumentation-jaxrs -am clean test-compile",v3:9884445:maven:minnal-jaxrs/minnal-instrumentation-jaxrs,1,1,1,0,0,PASS
49384652,https://github.com/xiaolongzuo/niubi-job,ed21d5b80f8b16c8b3a0b2fbc688442b878edbe4,49384652:niubi-job-framework/niubi-job-core/src/main/java/com/zuoxiaolong/niubi/job/core/helper/jsonhelper.java,JsonHelper,niubi-job-framework/niubi-job-core/src/main/java/com/zuoxiaolong/niubi/job/core/helper/JsonHelper.java,3,20,154,4,4,2,5,1.25,maven,.,niubi-job-framework/niubi-job-core,niubi-job-framework/niubi-job-core,maven:niubi-job-framework/niubi-job-core,8,8,main,9,aacacaf35258363dbaab725635c371fcf3c991bcdfbce605f08bb96687825d2d,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/49384652,promoted,57,56,49384652,JsonHelper,JsonHelper_RBL4Test_c3d480dc,repos/49384652/niubi-job-framework/niubi-job-core/src/main/java/com/zuoxiaolong/niubi/job/core/helper/JsonHelper.java,repos/49384652/niubi-job-framework/niubi-job-core/src/test/java/com/zuoxiaolong/niubi/job/core/helper/JsonHelper_RBL4Test_c3d480dc.java,niubi-job-framework/niubi-job-core,D:\A_ThucNghiem\compiledrepos\49384652,D:\A_ThucNghiem\compiledrepos\49384652\niubi-job-framework\niubi-job-core\src\main\java\com\zuoxiaolong\niubi\job\core\helper\JsonHelper.java,niubi-job-framework/niubi-job-core/src/test/java/com/zuoxiaolong/niubi/job/core/helper/JsonHelper_RBL4Test_c3d480dc.java,com.zuoxiaolong.niubi.job.core.helper,1.8,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl niubi-job-framework/niubi-job-core -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl niubi-job-framework/niubi-job-core -am clean test-compile",v3:49384652:maven:niubi-job-framework/niubi-job-core,1,1,1,0,0,PASS
97822421,https://github.com/pchudzik/springmock,f08a0a13c1dea1ceb35f462ccaaf51e738f64ef8,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/doubleconfigurationresolver.java,DoubleConfigurationResolver,infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/DoubleConfigurationResolver.java,6,36,220,4,2,2,5,1.25,maven,.,infrastructure,infrastructure,maven:infrastructure,8,8,main,9,b030bae61648348cf41d1ac807b804413f7a4b0ecaab43207eccbb5236ebd244,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/97822421,promoted_before_storage_audit,58,57,97822421,DoubleConfigurationResolver,DoubleConfigurationResolver_RBL4Test_f449ae5f,repos/97822421/infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/DoubleConfigurationResolver.java,repos/97822421/infrastructure/src/test/java/com/pchudzik/springmock/infrastructure/definition/registry/DoubleConfigurationResolver_RBL4Test_f449ae5f.java,infrastructure,D:\A_ThucNghiem\compiledrepos\97822421,D:\A_ThucNghiem\compiledrepos\97822421\infrastructure\src\main\java\com\pchudzik\springmock\infrastructure\definition\registry\DoubleConfigurationResolver.java,infrastructure/src/test/java/com/pchudzik/springmock/infrastructure/definition/registry/DoubleConfigurationResolver_RBL4Test_f449ae5f.java,com.pchudzik.springmock.infrastructure.definition.registry,1.8,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\infrastructure\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/infrastructure/pom.xml"" clean test-compile",v3:97822421:maven:infrastructure,1,1,1,0,0,PASS
41547678,https://github.com/ftomassetti/turin-programming-language,ae4aa23f92727a28479c99c3fd79b6c6d73fdd20,41547678:turin-standard-library/src/main/java/turin/context/context.java,Context,turin-standard-library/src/main/java/turin/context/Context.java,1,32,212,5,4,2,6,1.2,maven,.,turin-standard-library,turin-standard-library,maven:turin-standard-library,8,8,main,3,30469be79dc2c7653b4a978b048f888df0b1b78cc23969c43a845c4204bbca3b,42,sha256_repo_balanced_v3_1,lower_complexity_half,,,repos/successful/41547678,promoted_before_storage_audit,59,58,41547678,Context,Context_RBL4Test_34266f79,repos/41547678/turin-standard-library/src/main/java/turin/context/Context.java,repos/41547678/turin-standard-library/src/test/java/turin/context/Context_RBL4Test_34266f79.java,turin-standard-library,D:\A_ThucNghiem\compiledrepos\41547678,D:\A_ThucNghiem\compiledrepos\41547678\turin-standard-library\src\main\java\turin\context\Context.java,turin-standard-library/src/test/java/turin/context/Context_RBL4Test_34266f79.java,turin.context,1.8,Maven,"mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\turin-standard-library\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/turin-standard-library/pom.xml"" clean test-compile",v3:41547678:maven:turin-standard-library,1,1,1,0,0,PASS
